text,rating,date
It was exactly what i thought is wad going to be and I am happy with it,4,2022/02/17
Can’t go wrong with a pair of vans. The shoes are perfect and packaged really well. Best shoes you can buy for the price!,5,2022/06/06
"Great, as always.",5,2022/07/02
"Fits true to size, very comfortable and great for everyday use and skateboarding. Would highly recommend as they are very affordable shoes that look stylish and are super comfy",5,2022/05/04
"Everyone I see was saying they was fake rubbish quality, they fit perfect come early absolutely great cannot fault them they are most definitely real, don’t be worried about reviews!",5,2022/04/30
Brilliant in every way,5,2022/06/05
They were a gift for my boyfriend and he loved them !,5,2022/05/22
"I've always thought that Van's are overpriced for their quality and comfort when compared with other brands. Nevertheless my son likes to wear them, so I'm always looking out for them at good prices.
These fit the bill completely. They arrived on time, in the expected Van's box, with genuine tags and code numbers.
Genuine Van's at a bargain price and everyone is happy.",5,2021/12/10
Have no issues here,5,2022/05/31
Bought for my son he’s happy,5,2022/05/22
"Really
Comfortable sneakers",5,2022/05/26
Nice Vans,5,2022/05/28
"Casual shoe, comfortable to wear",5,2022/05/17
Brilliant my son so happy,5,2022/05/12
Gift for my son.A replacement for an old worn out pair. He was very happy. Item was as described.,5,2022/03/18
Value for money,5,2022/04/25
"I have various Vans, but these were nearly 2 sizes bigger than normal.",2,2022/09/18
Good shoes for gym,5,2022/04/13
Excellent shoes highly recommend,5,2022/04/13
Wearing,5,2022/04/19
I love how comfortable & smart the show is for a great price. Can dress up or down an outfit,5,2022/02/16
"I’m really pleased with these, was reading so much negativity I was expecting to be immediately sending them back but they are absolutely perfect and I’ll definitely be buying again in the future",5,2021/12/22
"I love Vans shoes and these shoes just remind me why I like them? Comfy, great look... can't go wrong.",5,2022/02/01
,3,2022/02/19
"The fit is perfect it is my usual size. I love vans just calssic staple of shoes goes with pretty much every outfit, easy to maintain. I highly recommend you get these especially when they are on sale or have an offer. P.s. they are a little flat so be weary of that and not waterproof/resistant like airforces.",4,2020/12/03
A little disappointed in these Vans. I had a similar pair around 5 years ago. This latest pair seem to have a lot more room in them even though I purchased the same size. My biggest gripe us that the tongue is not padded and is quite stiff. They rub whilst driving. Also the sole is hard and not so flexible. Great for durability but it makes a slapping sound on hard surfaces which I find annoying. I bought these as a change from Converse all stars. I wish I hadn't.,3,2021/04/18
Very pleased with them received the next day thank-you,5,2022/02/02
I have been buying Vans for years. In this case within 3 months this rubber edge has started to peel away when I bend the shoe. I have other similar pairs that have taken years to start doing this,2,2022/06/15
"Looks great, wearing right now! Fit is perfect and no complaints on size or look.

Value is in the brand, the typical length of wear is upwards of a year or two of wear every other day. I walk 1hr a day, so I'd say that these could last upwards of two years and still look good with their quality.",5,2021/05/19
"im not a shoes freak, but these vans are simply the best fits perfect very affordable and the colours are exactly in person. i have at least 10 pairs of these bad boys and still counting. love them",5,2021/08/20
My son is very pleased with these shoes.,5,2022/01/12
"i am well happy with these trainers especially when there're hard to get in size 13. i've looked for years and i couldn't be more happier to get them at that price, i'm tempted to get another pair if i can.",5,2021/07/19
These shoes are not FAKE! Great fit and look.,5,2021/12/23
Bit expensive but no more than in store.,5,2021/12/27
100% Vans,5,2022/01/13
Son loves them,5,2022/01/03
"Great fit and look good.
This classic design is a popular choice and look good with whatever I'm wearing. Someday I'll replace these with another pair.",4,2021/02/10
"I already had a pair of vans that looked almost identical to these. However, these felt bigger and cheaper. Almost feel like a fake but don't know if they really are.",2,2022/05/14
Look dope but I’ve had to send my first pair back after they started to become unstuck at the seems. I’ve had a replacement pair sent and the same has happened . Can’t see how to return the replacements. Really bad for a nearly £60 trainer .,1,2022/08/18
"Great little shoe. Well known for decades. IMO you should go for the ""cush"" option that has more cushioning as standard these are not comfortable shoes. I buy these and put gel insoles in to make up for it 😊",4,2020/05/12
"Good comfy shoes but they don't last well enough for skating. Rubbed against my left heel for a few days until a callous formed. No cushioning in the sole, treasd is shallow and wore away quickly. Fine for dossing about in but NOT skate shoes. Fitment was OK for once as Vans are reknowned for irregular sizing.",3,2021/02/16
Comfy fashionable as always Gr8 fit,5,2021/11/11
"good product, but I hope those ones will have a longer life span compare to my previous Vans C&L 59.
Usually I can keep a pair of era 59 for 1entire year, but had to change my C&L 59 after 6 months.
I think thoses ones will have a longer life span due to their increased thickness",4,2019/08/07
Superb for big feet,5,2021/11/06
"Definitely don’t fit like your standard old skools, these aren’t a fake they’re just a different style of vans but the tongue has a tendency to slip to the side constantly. Might be better style for someone else but not for me unfortunately!",4,2020/01/19
"They look great and turned up in perfect condition. Had the thread the laces myself as they aren't threaded at all. They were a bit stiff the first few times I wore them and caused a few pinches and rubs but after that they're perfectly fine. Very comfortable and feel suprisingly sturdy. Would definitely recommend.

Edit: Updated to 5 stars as these are some of the most comfortable shoes I've ever worn yet they feel sturdy too.",5,2019/09/19
"Very nice pair , look really good and good value for the money",5,2022/12/08
"Really pleased with these for the price, needed some vans to add to the wardrobe and they do exactly that, I won't wear the. All the time because I find the canvas material can rub your feet at times but pleaser with that.",5,2021/03/06
They last a really long time I've even worn them to school as school shoes and they didnt break once I've pretty much worn them everywhere and not even a scratch really good and really recommend them,4,2020/04/13
"My first pair of vans; impressed with the quality, comfort & fit. Really pleased & would definitely by another pair.",5,2021/07/14
"I have worn Vans for over 30 years and they are still one of my favorite shoes to wear, they are none slip and tend to last for ages. They are well made and dry fast when they get wet. I usually wear Lot-tops as I find they are a great fit.",5,2020/07/08
Bought these men's Vans as a gift. Trainers were as described and size true to that advertised. Quick delivery service from seller. Delighted recipient.,5,2021/06/01
"Fantastic trainers, stylish and comfy, no breaking in required and so much cheaper than the Vans site.
Perfect.",5,2021/06/26
Good product with affordable prize but must check the size chart before ordering. As it’s got the flat sole so I must say it’s good for hitting leg days at gym must order.,5,2021/01/30
I've been wearing these for 20 plus years..they never fail,5,2021/07/25
"I have worn these every day since I got them and they're so comfortable. I walk a lot and they survived a 4+ mile walk in the middle of a heatwave.
The rubber has started to split a bit near where my toes bend but that's to be expected because they're being used ... literally everyday hah.
Worth the money and I recommend Vans to anyone!",5,2019/08/25
Ordered size 9 and perfect fit. Very comfortable!,5,2021/08/02
I used to wear converse shoes and replace them when they wore out. I started to realise I was replacing them far too frequently. Vans make shoes that hold up for a lot longer and feel better. This classic design is a popular choice and look good with whatever I'm wearing. Someday I'll replace these with another pair.,5,2019/11/28
Exactly what i ordered. Delivered a day earlier than expected. Over all really pleased,5,2021/06/29
"Good quality, good value ... true to size as well which is rare I am finding.",4,2020/07/02
Just i expected comfy and perfect fit,5,2021/06/30
"Great product. Only issue was the right shoe had white marks on them. It wasn't too noticeable so I just wore them anyway.

I am sure it was just due to the way they had been transported as the box was crushed.

Apart from that they fit fine and are as expected.",3,2020/05/29
Great price and good service.,1,2022/09/15
Look really nice on. Just took afew weeks to get used too as it would rub at the back of my foot and bleed. But once broken in. Are fine.,4,2019/09/30
"Only had them a day, but they good and at a decent price. Been buying Vans for a while and they fit as expected.",5,2021/04/07
Very comfortable shoes. Fit exactly to my shoe size. Quick delivery.,5,2021/06/20
"Perfect fit, They have gave me blisters on back of my feet but that could just be because they are new they need wearing in, So your choice want a bit of pain to get them to fit here you go.",5,2020/05/30
"Great shoes, love vans. Fit great, they’re comfortable and just all round a great shoe to own. Look smart and clean. Would recommend 👍🏼",5,2021/03/13
Quality product and fits well,5,2021/07/19
My daughter loves them,5,2021/07/13
"Fab!! Comfy, trendy, perfect fit!",5,2021/06/30
"Brought for my partner for Xmas, he gets through his trainers very quickly normally. Had since Xmas still look amazing. Really good budget shoes",5,2021/02/16
"If you know your vans then you’ll see these are blates fakes , but saying that they are very good fakes . And for half price of originals . They will be worn only around the house so won’t be able to comment as to wear and tear. I will continue to wear my originals outdoors. So I don’t know how long they would last up against real ones",3,2019/05/29
Perfect!,5,2021/07/26
"Absolutely in love with these, as soon as i got them i put them on (with nowhere to go) they're stylish, comfortable and go with almost any outfit. Would definitely recommend.",5,2020/08/22
Great shoes. And perfect size. My husband is very happy with it. Great and fast delivery.,5,2021/03/21
Got these shoes to use a skateboard with mostly and just do casual city walking and things like that but I found they were not comfortable at all Very rigid I’ve worn dress shoes that were more comfortable,3,2020/05/23
Good casual footwear,4,2020/07/09
"Great shoe but I got it half a size too big, so it doesn’t fit me yet",4,2019/10/17
Love my vans! Super comfy and love the fact it’s in a half size! 7s are always too big and 6s are too tight so these are perfect!!,5,2020/08/08
"Great Vans, good price and super quick delivery",5,2021/04/28
Great product fits as expected and fantastic value for money,5,2021/03/29
Very happy with vans Very comfortable worth the money,5,2021/03/23
"Daughter recommended to me. Great choice, comfortable and good fit, wear them all day at work sometimes no problem",5,2020/11/29
Bargain! Cheaper than shop bought vans. Always order the same size but if your feet are still growing try in the shops and then order online to get the best deal!,5,2020/05/06
Not very stylish. Meant for skating.,4,2020/03/08
Its vans so you know it will be wirth your money!,5,2021/02/21
"Product as described,very quick delivery",5,2021/05/01
Bought them for my son for Christmas so don’t know about size etc but look good and good delivery,5,2020/11/11
"Brilliant, extremely comfortable, 100% Recommend",5,2021/04/27
Great purchase,5,2021/06/01
Ordered for my son for Christmas as a great price and just what he wanted .Was worried they weren’t real Vans but think they are as great quality and are wearing well worth the money !,5,2020/01/09
"Disappointed, bought as a gift ,no vans box ,no little red card attached and they the vans were already laced up like they were returns.
Between myself and parter have bought 4 pair of vans so know how they should arrive. Totally unhappy esspecially with being a Prime member also .",1,2022/02/17
"First few wears, the back rubbed on one of my ankles but now they've stretched a bit the make a funny noise when I walk.",4,2018/12/23
Amazing look amazing price happy man,5,2021/02/26
"Daughters birthday present, she loved them",4,2019/11/14
"Everything to like about these. Only slight being a slight fit for an 8.....have 3 other pairs, all size 8 with slightly more room!",4,2018/11/28
"Bought for my son, this is the 2nd pair off the same seller, my son finds them really comfortable.",5,2020/08/11
Great,4,2020/02/06
"Have to love these, classics",5,2021/02/13
Excellent my husband loves them,5,2021/02/23
"Exactly as in the photo and fit great. The only thing was delivery was delayed by days, and at one point got lost and no one could get us.",5,2020/01/30
Everything about it,5,2021/04/15
Completely fake so high priced because of that fact. Not easy to spot unless you look for it or know. Stitching is wrong and the stripe is wrong to. Vans logo on the tongue shouldn’t be there. Comfortable though but poorly priced as not genuine!! Extra tenner or so for the real deal,3,2019/03/14
good service very comfortable,5,2021/03/14
"Like other reviews, I was initially concerned these were fake, however following the checks (barcodes, sole stamp and bendable) my fears were allayed. As usual with vans, great fit and look good.",5,2019/12/07
"Brilliant product, exactly what I was expecting!",5,2020/12/07
"Very sore on the heels. Both heels blistered within a short walking distance. Like my DrMartins will tape my heels till they're broken in.

Didn't expect that with a canvas shoe!",3,2019/12/08
Comfortable and classic. You can't get better than that. Great price too. I'm an 8 so I bought an eight and they fit like a glove. Perfect.,5,2020/01/27
Took a while to arrive (about 3 weeks) - but pleased with the product when it did. Exactly as described.,4,2018/12/15
Perfect,5,2021/04/29
Walk,5,2021/04/19
Thumbs up!!,5,2021/03/09
"Purchased for a Xmas present, and were exactly what was was wanted.",5,2020/08/31
Love how these look. A good fit but the heels dig a bit until they soften up.,4,2019/01/12
"Make noises when walk, almost sound like cheap plimsolls, don't know if they are fake or not!",3,2020/06/16
Brilliant value very happy,5,2021/01/13
Perfect fit -retro style -night for son to replace original pair ought several years ago,5,2020/06/29
What else can you say. I love Vans and these were a bargain.,5,2020/07/25
"Exactly what I expected or hoped for- a pair of Van's in the style and size I requested, nothing mind blowing",5,2020/03/14
"Just avoid buying this product, spend a little more and get it from a high street shop. I'm very disappointed.",2,2021/09/28
"Crap. Utter crap. So uncomfortable, I absolutely hate myself for this purchase. May well be genuine, but boy oh boy. These do not even compare.",1,2022/04/07
"Usually go into shops to purchase shoes, but with the discount for black Friday, it was too good a deal to refuse. I went for a 1/2 bigger size than normal for this order as vans are slightly tighter than other shoes I find for me.",5,2018/11/22
comfort,5,2021/03/11
Always had three for skating great,4,2019/06/12
Classic style and very comfortable. I own lots of pairs of Vans and these are exactly what I expected them to be. Less stitching than the Old Skool vans too,5,2019/09/07
"The shoes are great as always. However mine arrived with countless little scuffs around the sole that I can’t clean off. It’s hard to capture these on camera but they’re very obvious in person. I’m aware this isn’t the end of the world, it’s just a bit annoying when you buy a new pair of shoes that they’re already scuffed up.",2,2020/11/27
Great to get a classic at such a good price,5,2020/07/09
"Pretty much the same as the old skool ones. They fit the exact same just a bit cheaper, and the quality is exactly the same!",5,2019/10/29
Dislike,5,2021/01/21
"Ordered for myself (female) as I have quite wide feet, and they fit perfectly and are very comfortable. Good quality and so far no damage after a few months daily wear.",5,2019/07/21
"I have purchased this good looking pair of shoes one week ago. After 3 days of wearing them on my usual daily activity*, there was already a hole in the shoes! It has now been 1 week and the hole is getting bigger and bigger.

I had already been disappointed when I bought a pair ofvans last time, where the shoes lasted 2 weeks because the glue around the rubber was weak so the rubber came off after wearing them a few times.

I will go back to my usual other Skateboarding-style shoes which last usually 6 months, not 2 weeks.

Really disappointed, I completely lost trust in your band.

*My usual daily activity is cycling 30 minutes while commuting, playing 15 minutes of ping-pong, and walking like a normal person, nothing that could explain the hole.",1,2019/09/05
Very good quality and they are real for people who are concerned,5,2020/06/01
Perfect for son for school. Good sturdy shoe.,5,2020/08/09
I love it it’s little bit big that was my problem I don’t order the right size anyway thank you 🥰,5,2019/12/06
"Bit too narrow for me.
I've had other vans that were no problem but even half a size a size up was still quite narrow for me.",3,2019/09/06
Ordered the wrong size! My own mistake. Returns and replacement was fast and easy process. Would definitely recommend,5,2020/01/08
5 star product,5,2020/11/04
"It's ok, I would like the fire red and black one in size 14 that would be nice",5,2019/12/31
Great shoes and I got them at a great price while they were on offer. Recommended 🙂,5,2020/01/04
We seem to believe these are not genuine Vans. Not sure if I read the advert incorrectly but I’m pretty sure it didn’t say anywhere that they are replicas.,1,2022/01/28
"Comfy, wear these every day. As you'd expect if you've ever worn vans before",5,2020/02/14
"Really cool trainers, a slightly cheaper alternative to the Old skool Vans but definitely look the business and are very comfortable.",5,2019/10/10
Zero complaints,5,2020/10/20
Got these for my boyfriend since he has such big feet and it’s hard to find shoes for him online and in store but these fitted perfectly for him he was in love,5,2019/01/15
"if you got vans before, its just vans, not much else to say",5,2019/12/29
Bought as a gift and was exactly as described,5,2020/03/31
Great shoe and really well priced from the warehouse. Looked brand new,5,2020/01/07
"I was extremely excited to put on my very first Vans shoes, then I got to wear them. I mean, the quality and size was great but the back of the shoe kept hurting my feet. My feet had been bruised after taking a walk to the grocery store. Consequently, I had to get a refund, thanks anyway.",2,2020/07/02
For as expected well received,4,2018/12/27
"As always I love Vans shoes, these look slick and fit pretty well!",5,2019/12/06
Very nice feel looks great,4,2018/12/18
"What can I say other that they are regual ol' vans, comfortable and good daily shoes to wear.",5,2019/08/31
"Look good, feel good",4,2019/01/07
"Not sure if I ordered the wrong type; but not as good as the last pair I bought in a Vans high street shop.

These are basically plimpsoles. The ones I bought from a vans shop had an insole which is super comfy and the sides and back (around the ankle) are all padded; whereas these are not.
No vans tag on the side and red rubber logo already falling off (after 2 days of wearing them around my office!) Have me questioning if they are authentic or not.",2,2018/11/07
Bought them for hubby .good price amazing quality arrived before Christmas.,5,2020/01/05
"Wanted them for a while, great fit and look! However I’ve worn them about 4/5 times and the sole on the inside of the show has started to tear away and is causing great pain on my heels.",3,2018/10/09
"Nice present for teenage boy, wears well and still looks good",5,2019/12/30
Exactly as described,5,2020/07/07
Very poorly made. The suede has split along the seam. We are outside the return window and cannot find contact details for the vendor. They were a Xmas gift and have had a few wears but not extreme. We have pairs much older that are truest bartered and have not split anywhere. Amazon needs to step in where good are faulty,1,2021/04/05
it is nice,5,2020/07/03
The shoes are super comfortable and the ordered size fits great. The workmanship is impeccable. I hope I can wear the shoe for a long time,5,2019/02/14
Love Vans as they are a good fit. Good quality as always and robust.,5,2019/08/23
"Dad likes them, however they make a good trump sound",5,2019/12/29
"Good trainers and cheaper than I expected - made in Cambodia, but evrything is made everywhere now so why be surprised.",5,2019/05/03
Nice shoes!!,5,2020/07/07
quality is excellent,5,2020/06/07
A good quality purchase. My son loves this make.,5,2020/01/03
They were a Christmas present for our son in law and he loved them. They fitted well and were exactly what I expected.,5,2019/01/20
Great quality and has lasted really well,5,2020/02/15
"Excellent, just as expected.",5,2020/04/21
"Old skool never goes out of style, a great shoe.",5,2019/11/18
"They're not comfy at all, they're like the cheap shoes you buy at primark. The back rubbed my ankles to the point that they bled, never had a pair of vans that were this bad so I don't think they're genuine. Definitely only buy from the vans site or store in future.",2,2020/04/25
Great trainers and super comfortable. Look pretty nifty too. Let's hope they last as long as my last pair of Vans.,5,2018/11/10
"Perfect I’m a size 6 bought a 5.5 and they were perfect fit
Fast delivery and great value",5,2019/04/19
Incredible wear them every day,5,2020/03/14
"Always loved vans, they always fit perfectly",5,2020/01/20
Fast delivery..Fit perfect very happy with product,5,2020/01/01
Sharpe thick stitching point near my toes caused a blister. Otherwise ok lol,3,2019/07/04
Lovely have them and they still look in good shape until this day,5,2019/07/13
"Great trainer, comfortable and look great.",5,2020/01/16
"Great quality
Very happy with purchase",5,2020/01/08
Excellent buy,5,2020/04/15
Great looking vans and to usual standards,5,2019/12/10
The perfect everyday shoes.,5,2020/02/22
"Love them, so comfortable and spacious:)",5,2020/01/02
Great product at a great price,5,2019/12/29
No complaints on fit or speed of delivery as they were spot on. My big problem is that after a couple of months of wear there is an inexplicable rip that’s developed on the top of the shoe (only describe it as the rim of the shoe). Now having worn vans for years I know they are very durable and sadly in this instance they haven’t been. And I’ve not been able to get in contact with anybody to discuss this further. It’s not as if I’ve stress tested these shoes as I work an office job and wear them to work so there’s no reason they should be falling apart this early on.,1,2019/03/13
Nice comfortable on my feet 13hrs a day.,5,2019/11/04
Perfect hubby loves vans and new pair for hols happy as,5,2019/08/14
It looks good but there is a difference in quality between the left foot and the right one.,2,2021/01/21
Bought this as a gift for my brother and he loves them! I would buy more,5,2018/12/02
"Great product, bought for my husband and he really loves them, 5 stars would highly recommend!",5,2018/12/01
Good shoe for the money,5,2019/12/28
Love them. Great price.,5,2020/01/11
"Exactly as described, and fit perfectly. At a 20 Euro saving on the High Street",5,2019/01/07
Have bought abs worn vans for some time now. Bought these back in January but only started to wear them last week. Worn them on 3 occasions and the suede has come away where it joins the sole,1,2021/06/04
Great trainers Nice and comfy.,5,2019/12/06
"Nice suede, very comfortable and stylish.",5,2019/11/04
I love these shoes and compared to high street price this was a bargain.,5,2018/12/19
"Nice trainers, good fit and good price too!",5,2019/09/04
very good,5,2020/01/31
"Well it’s Vans so good, always prefer to converse as better and comfier fit",5,2018/12/06
Great pair of Vans,5,2019/12/10
My sons favourite,5,2020/01/01
"Great item, very happy",5,2019/12/05
Great,5,2020/02/15
Very comfortable,5,2020/01/16
Good,5,2020/02/10
"DO NOT BUY !!!!

These are not propper vans, the quality is very low and they seem to have been damaged. They are appalling condition and not worth the money at all. Please do not but these as I now have to speak to amazon to get my money back for absolute rubbish shoes.",1,2020/10/20
very nice thanks,5,2019/12/21
"Great shoes, recommend",5,2019/12/21
Great shoes at an amazing price,5,2019/10/06
"Decent, £20 cheaper than jd ect",5,2019/10/02
Brilliant product,5,2020/01/11
Luv these seem them on black Friday deals cheaper have to grab them.,5,2018/12/20
Excellent fit and look great and at the price I was well pleased,5,2018/12/04
A bit tight to get on to start with but comfortable once on.,5,2018/12/01
Cool👍🏾,5,2020/01/26
Only trainers my son will wear.,5,2019/09/24
Trendy,5,2020/01/25
16 year old loved them said they fitted really well and were very comfy,5,2018/09/17
Fits perfect they look so much better in person than in the pictures,5,2019/01/08
LOVE these shoes. Really comfortable and look great.,5,2019/07/01
Great quality and style as expected from vans,5,2019/07/23
very good as i expected,5,2019/10/10
Great value for money,5,2019/11/01
All good,5,2019/12/18
Decent trainer shame delivery was so poor,5,2019/08/13
Nice,5,2020/01/07
"as others have stated the ones I received were extremely poor quality compared to a pair I bought in a shop. material, soles and the stitching were very inconsistent with loose material inside the shoe. soles are hard and inflexible. Will be returning",1,2021/01/06
Perfect a d fast delivery,5,2019/09/22
Only came with laces for one shoe!!! What’s up with that?!?!,2,2020/11/29
Brilliant,5,2019/12/26
Take a while to break in but they’re comfy and reliable.,5,2018/12/31
Great. Arrived on time. Good quality shoe,5,2019/07/25
Super comfy and fast delivery,5,2019/09/13
great!,5,2019/12/17
"These were a bargain, fit well and are so comfortable too",5,2018/12/20
Good item for price,5,2019/10/01
Very nice,5,2019/11/20
Good shoe at a reasonable price,5,2019/08/10
Good quality good price,5,2019/09/28
Excellent,5,2019/12/06
Daughter loves them. Excellent product and excellent price !!! Fits perfect.,5,2018/11/21
Just bang on great buy!,5,2019/08/28
"These vans were poor quality, the canvas in the toe area split through within a couple of months of normal wear, then the other side went. Will not buy from this seller again.",1,2021/03/18
Quick delivery good fit happy with these,5,2019/05/28
Excellent value fast delivery very happy,5,2019/07/17
Very good,5,2019/09/25
This was a present for my grandson,5,2019/05/12
Great purchase!,5,2019/09/19
Smart looking,5,2019/10/11
When we opened the box it contained only one shoe! Extremely disappointed as I know my son has two legs with a foot on the end of each leg. Not sure if the other shoe is following on.,1,2020/11/25
Perfect for a birthday present,5,2019/06/23
"Comfy, size is as described. Would buy again",5,2019/01/15
Perfect fit well,5,2019/08/29
Perfect,5,2019/10/15
Amazing and so comfy,5,2019/07/30
no complaints very happy with service,5,2019/05/08
"Excellent fit, good quality, good delivery, good price.",5,2018/12/18
Exactly as expected great work,5,2019/05/26
My daughter love these great xmas present,5,2019/03/02
Son loved these trainers great quality and fit,5,2018/12/02
Fit perfect,5,2019/08/03
Very good 👍,5,2019/06/29
High quality and fit perfectly! Would recommend!,5,2018/12/20
My son loved these.,5,2019/05/31
"Seemed like a genuine product, but unfortunately my son was not happy about the large logo on the outside of the tongue? He says that genuine Vans do not have this feature, also there are only 7 eyelets as opposed to the usual “8” on a genuine Vans shoe. Needless to say, we returned the shoes and requested a refund.",2,2018/12/27
see the picture that's what I liked,5,2018/12/19
Item as expected great price lovely quality,5,2018/12/15
"These look great, really comfy really happy",5,2018/12/11
"Not genuine Vans ,poor quality, seem to have been worn (wear on bottom of soles) .way to long for uk10 .",1,2021/04/23
Excellent,5,2019/08/31
"fits very well, everything as expected",5,2018/12/18
There really comfy look nice on,5,2018/12/17
Great my son loves them,5,2019/04/08
Great price and they’re fab,5,2019/03/01
"Excellent service, usual good quality product.",5,2018/11/23
"Good quality, stylish Vans",5,2019/04/23
Back was broken on arrival,1,2021/09/18
Just what my grandson wanted!,5,2018/12/27
"Classic trainers, really comfortble",5,2019/02/01
Exactly as you’d expect,5,2019/02/02
Great,5,2019/07/21
Classic look and well made shoe,5,2018/09/22
Excellent would buy again.,5,2019/01/27
Product just as expected.,5,2019/01/08
size didn't match specification,5,2019/01/04
Comfy fit ...true size,5,2018/12/30
My son love them,5,2018/12/10
Not old skool shoes. They are actually a different design made especially for the outlet stores in the uk. Source: asked in a vans shop and the chap recognised then immediately.,2,2019/08/17
Shoes,5,2019/06/23
"Love them, very comfy",5,2018/11/30
Fantastic product brilliant price,5,2018/12/02
fitted my son lovely,5,2018/12/02
Yes nice well made product,5,2018/09/15
They are trainers,5,2018/12/29
"Vans delivered with no laces! Incredibly disappointed, especially as they're a Christmas present! How hard is it to include the laces?",1,2020/12/23
Very good,5,2019/04/28
"it looks made of paper, it is good for nothing, I used it for a week and it ripped all over",2,2019/10/11
"These aren’t real, contacted VANS today’s and they don’t sell them with a white tongue, no leather inside tongue and the stitching isn’t right. Don’t waste your money! As you can see the tongues are also completely different lengths",1,2020/01/24
Lovely.....just as advertised.,5,2018/11/17
