text,rating,date
"The only thing I was pleasantly surprised about after a few days usage is the battery life, which I expected to be worse after reading other reviews. I'm coming from an iPhone 7 Plus that I used for 4 years, so I was expecting to notice the upgrade. I easily manage to get 30-40% charge at the end of the day with normal use (about 1h in voice calls, 15 minutes videocall, occasional YouTube videos, texting and 3-4 pictures throughout the day).
I'm not using the camera for pictures and videos much, as I prefer using my Fujifilm mirrorless for photography.
I love the blue color, but I am biased as it is my favorite. I was tempted by the black one, which I believe is going to be the most picked one. Face ID works like a charm. It's unfortunate we are in a pandemic and wear masks when shopping, so Face ID won't work for contactless payments. It does quickly switch to passcode though, so you can avoid removing your face covering, as you are not supposed to. I have tried recommended methods to make it work with a face covering, but it did not work for me.",5,2021/02/25
I am happy with my phone and the option of pay few pound per month interest free for 12 month,5,2022/08/05
"I like it, battery long life, the phone so good.",4,2022/04/30
"I purchased the iPhone 12 to replace my iPhone SE on which the battery was failing and needed recharging more than once a day. As soon as I received the new phone (the day after I ordered it, excellent service) I transferred the contents to the new phone without having to get assistance, so other than being a bit bigger it is as easy to use as the last phone. The keyboard is bigger so easier for me to type. Face recognition, the first time I have used it is brilliant but I fear I may forget my passwords as it is easier to use. All in all it is a great phone I haven’t used the camera yet, but I’m pretty sure it will be better than my old phone. Now charging once every two days, for now. I can only say that I love iPhones and think they are worth the extra money.👍",5,2021/08/15
"The last time I bought a new iPhone was in 2011, since then I’ve always bought 2nd hand because of the cost, but this time Amazon let me get the phone on monthly payments.
I went for the iPhone 12 256GB and WOW, I was impressed the 1st night I had it. I’m a photo taker and this phone just amazes me with the quality of the camera alone. All the photos were taken at night with NO flash and they look amazing.
Siri listens for the 1st time ever!
It’s soooooo loud compared to my old 7s Plus, it’s almost like I have a soundbar in my pocket!
I love the colour, I went for the Green one, well it is different!
It’s seriously fast too, once I ordered a 5G sim from my provider that is!
I have zero complaints about the phone, worth the money as I know it will last!",5,2021/08/21
I like it. No problem with it just like it’s says in description. Brand new. No damages. Working perfectly.,5,2022/07/20
I would never change an Iphone for Android,5,2022/08/13
Nothing special. Same as all iPhones. Only stay due to my music collection,3,2022/07/26
"I had struggled along for a while with my old 6s. Big mistake. Bought the twelve after reading all the reviews of 11-13. Very easy to set up from cloud. Love the magnetic cordless charging. Battery life seems endless compared to old phone. I do lots of calls,emails and SMS/WhatsApp messages and calls. Don't use camera that much. Great phone.",5,2022/04/18
"Expensive for what it is, but then all the newest phones are.
It is a nice phone though and I feel if you’ve had multiple iphones in the past, you know what it’s all about. It’ll take some adjusting to without having a home button at the bottom and a few additional button combinations and swipe patterns to get used.
The camera’s are a noticeable improvement, and I do like the face id to unlock - and when I’m wearing a face mask it will still unlock if it detects I’m wearing my apple watch so it knows it’s me.
The bigger screen is nice and I’m hoping the battery lasts longer with it being bigger but I have to say I do like having a phone you can operate with 1 hand and this does require 2 to reach all extremities of the screen.",5,2021/07/30
"The phone is fantastic. All the latest features, durable and a great battery",5,2022/07/17
"It's fairly responsive in touch and speed with opening apps
The camera doesn't feel that much improved but it's still very good

I'd say the best thing about the phone is the better CPU allow smooth operation and of course a better battery life

I've given 4 stars due to the fact that Apple take the liberty of removing earphones, chargers or adapters. I sincerely hope other companies don't follow suit.

It's crazy enough paying almost 1k for phones nowadays and to receive nothing else additional feels like robbery",4,2021/09/27
"Arrived on time, I upgraded from an iPhone X. Camera is really great and some nice new features",5,2022/07/10
"Easy to get used to the controls, arrived within 3 days, perfect",5,2022/07/08
Blue colour model has back panel which is not up to mark or colour is dull or different from online page,4,2022/02/23
"I bought this iPhone two days ago and it arrived today. I confess I was so afraid of being robbed on the way from UK to Dublin. Well, thank Gosh it didn't happen. I got it, recharged, put my acc on it, all my apps, SIM card and everything is absolutely fantastic. I don't think I need to write about the performance of the phone (because it's awesome) but I am sure to recommend if you are looking for a phone here in Amazon, check the sellers and the reviews and pray :D

Thank you",5,2021/11/15
Bought this phone sim free to replace my old iPhone 6s Plus. Fantastic phone that I’ve just had for over a week now and I love it. Really impressed by the quality of camera too. Great purchase!,5,2022/05/12
"Phone arrived on time, the currier arrived to the door and we both was scared on the trade of parcel for password and at the end we made safe; nothing wrong with the currier, the shipping was excellent. I turned on the phone and the system started with aggressive configurations and queries for phone identifier, I text a software engineer in the group to restore IMEI and component serial, technically the amazon control team was using a foreign country identification for myself name, and I am attending the reset to first start of the phone to obtain primary original IOS addons and amazon shopping reference in UK.",4,2021/06/07
Came in perfect conditions. No complaints,5,2022/06/23
"This is definitely my favourite iphone I have had so far, the design is great and feels really nice to hold and feels really smooth to use with its fast speeds, the camera takes really nice clear pictures and the video quality is great, also the sound from the speakers is great and loud which is good when watching videos and listing to music on, the screen size is also perfect for me as not to big and not to small, nice to watch YouTube and other videos on and also good for gaming as games also run nice and smooth. This is the perfect mobile phone for me as does everything i want and just the right size. Highly recommend this iphone as very happy with it.",5,2021/06/20
"Used Android phones for years, pretty much every pixel phone, and quite a few samsungs, thought it was time to try an iphone.

Love it, nice design, quality, great camera and battery life.

Everything about it feels premium.",5,2022/04/18
Apple rarely disappoint because they follow a formula that works. If you have used iPhone in the last 5 years. You come to expect what iPhone’s are capable with. This iPhone was purchased as an upgrade from an iPhone 8 Plus for my mum and it is an healthy upgrade. If you have an 11 or XR maybe wait till 14 because by that point their should be a noticeable upgrade.,5,2022/01/13
"Switching from Android to an iPhone for the 1st time was an adjustment but the phone is really easy to use, camera is great, battery life very good.
All in all very pleased with the iphone 12",5,2022/04/20
"Pros:
It gives premium feel and rich experience, which is obvious.
Camera is really good which iPhone is known for.

Cons:
Sometime it hangs all of a sudden. The app icons doesn't work at all. And I must restart the phone to make it work again. It may be one device issue but it shouldn't be even for one device given the price.

While talking on WhatsApp call, my voice won't go through if the other person is talking.",3,2022/02/07
"I bought this as an upgrade from iPhone 8. Love the face recognition , easy to set up from my old phone.
Camera is better. And bigger screen.",5,2022/05/10
"We always save up and purchase our phones out right and then get a monthly sim only deal as you save a fortune over a 2/3 year contract. This iPhone isn’t all bells and whistles - not a huge difference from our previous iPhone 7 Plus - however the camera is significantly better and the battery life lasts a whole day without charging and the face recognition is quick and easy - even wearing glasses or a mask! . Having said that, I probably don’t use all the features on it - so may be missing out on some major upgrades - but for my needs it’s perfect.
We are an Apple family and love them and if that’s the case, would recommend this phone.",5,2021/06/13
"Great phone, not a fan of the lack of a headphone port",5,2022/06/04
"Very good Smartphone - like ever - but one important thing is missing: FingerPrint reader. Nowadays where we are constantly using masks, just face recognition is not enough. It should have kept the fingerprint reader - in the same way I have in my old iPhone 8.

I have a Xiaomi that costs 30% - and IT contains both, face and fingerprint options. This is a very expensive product, should bring everything - including the charger... come on!",4,2021/07/27
"I am very satisfied with this phone. For my needs it’s absolutely fine: wonderful pictures, battery life is good, easy to use!",5,2022/05/17
My previous phone was an iPhone X and in its case the C fitted in most of my pockets the IPhone 12 is just a little bigger and once in the wallet it does not fit in most of my pockets,4,2021/10/29
It’s Apple and it’s an iPhone and as expected it’s exactly what I wanted. Face recognition is a massive improvement on using a finger.,5,2022/05/09
"Great phone, good price.",5,2022/06/14
"I moved to iphone from samsung just for camera quality. however if you are looking for best pictures, u still need to go for pro or even pro max. Before buying, i watched quite alot of youtube videos which compare the cameras and donot really find a big difference. In real life, when you put both iphone 12 and pro cameras together, it makes a difference in my personal view. Especially when it is dark, or complete opposite too bright ! So if you are buying mainly for camera and paying this money, just try yo go for pro if you can, if not, it is a great phone, great battery life, super fast... best iphone generation...",4,2021/02/14
"Absolute disappointment. Never had so many issues with network connection on any devices I owned. Week mobile reception, Wi-Fi is the worst won't connect or stay connected. Total garbage. Will sell it and never look on iphone again. Even Friking Poco F3 does better job for less than half price.",5,2022/02/17
Can’t go wrong,5,2022/06/13
"My old iPhone 7 broke. Bought this iPhone 12 to replace it. The colour blue is okay as expected. The bigger screen is what i wanted. Other functions are all similar to my iPhone 7, so i had no problem using it. It takes better pictures, comfortable to hold, battery life is okay so far as i turned icloud back-up off so the battery life lasts longer. I am quite happy with it.",4,2021/07/20
Would take a photo but can’t because I’m using the phone because it’s so good! It’s apple so you should expect it to be good. Came well packed and I damaged. Came on the day it said and was perfect.,5,2022/03/19
"This is a replacement for my iPhone 5, which tho working fine, could no longer download apps! 🤬. Love the phone & colour & all its additions. Size is great as my eyes are not. Only downside is the keys are a bit too small & I keep hitting wrong ones.",4,2021/09/21
"I’ve been needing to get a new phone for months and originally I was going to get an iPhone 11 but after the 11 being out of stock EVERYWHERE, I decided to buy the 12 since Amazon offered a pay-monthly scheme for it. The payments are £145.80 spread over 5 months which is really good and overall works out cheaper for me.

The colour is gorgeous, the camera is excellent and overall it’s a very good phone. Really pleased :)",5,2021/10/16
Great phone and easy to use.,5,2022/06/02
My iPhone 7 was no longer keeping up so I took the plunge for a new phone. The technology is mind boggling and the device is beautiful. Facial recognition works even in the dark making this phone even more user friendly and convenient.,5,2022/03/01
"All my Busines and family activity.
I should not have bought it. Facial recognition good. Battery life awful. Should gone for iPhone 13.",3,2022/04/18
"Great phone, a lot of money but they usually last long. The finishing on the back (shiny on the standard 12) is a bit annoying as it gets full of fingertips, the lack of headphones and charging brick is a joke for the money you spend.
The building quality is amazing, the software is brilliant and the transition from another iPhone is amazing.",4,2021/07/12
Just bought this iPhone 12 in purple beautiful phone really great price on Amazon thank you! Very easy to set up and install from your old iPhone there is definitely a difference between the iPhone 11 and this iPhone 12 well worth buying this is my favourite iPhone and I’ve ever owned and I’ve had iPhones since iPhone 4 very good experience buying from Amazon as i was able to pay monthly interest free instead of outright like I’ve done previously with apple just noticed it’s 20 % off today so even more reason to buy this stunning iPhone from apple via Amazon as far cheaper than apple store,5,2021/05/04
"Really nice phone to be honest. Always been an android user. Slowly been moving over to apple devices elsewhere and decided for this upgrade to switch. The eco system is fantastic and the iPhone 12 just completes it. The battery life is phenomenal, I’m not glued to my phone so obviously your mileage will vary. But it always last the day and will charge to 80% to preserve the life of the battery. As I don’t require a full charge each day. Really snappy and hasn’t let me down once yet on the 3 months I’ve had it.",5,2021/06/25
"I bought this for my son and I don't know the first thing about technology but I know that he wanted a iPhone so I read the reviews and decided to buy it for him off Amazon, I checked around to make sure I was paying the right price and I do trust Amazon so my thinking was if it's not what he wants I can return it and get a full refund. He loves it and says it's much better than the phone he had which isn't a iPhone but a good one nethertheless. He went for a walk and sent me the above picture on his new iphone it was getting dark and the quality is exceptional compared to his old phone. He said it's brilliant and would highly recommend it.",5,2020/12/14
"I decided to buy a new phone as opposed to a secondhand phone, although it’s very expensive it’s what I have been using for years! Still working out how everything works!",5,2022/03/14
This iPhone 12 have been amazing the battery life would last even the whole day I love it only thing I dislike is that we weren’t given a proper charger,5,2022/03/15
"I’ve had an iPhone 6s for some years and decided to upgrade to an iPhone 12. I thought I’d notice a difference but apart from having lots of storage I’m disappointed with my new phone, nothing seems any different with it, for example battery life is still poor, downloading speed still quite slow etc, not sure it was worth the money",3,2021/12/29
"I changed from an 11 Pro Max to the 12 because I like to keep up to date, even though to be honest it doesn't feel any faster because it shares the same gig mem. But I was a little tired of the weight and size of the 11 Pro Max and enjoy the smaller form factor of the 12. Though I must say I didn't see the phone in person (in an Apple store) before I purchased online, and I wouldn't call it red, more like a dark salmon in colour. If I had seen it in person first, I would have gone for another colour. But then again, after the case is on, all I see is the camera cut out.",5,2020/12/28
Nothing new,5,2022/05/20
"iPhone 12, is a phone worth purchasing. I found it abit challenging at first not being able to find my way around the interface, however, now I have adjusted, thumbs up.

Face recognition is new to me and I now find it very useful when not wearing a mask 😂. Battery life is excellent.
I also like the feature were I can set it on 4G/5G.",5,2021/09/22
"The phone is as expected.
However just pray you don’t have any issues.
I had issues and Amazon and Amazon’s customer service is simply shocking.
You pay over £800 for a phone and have a problem within 24 hours, I expect a replacing phone not a repair!!
I ended up going to the apple store in birmingham who sorted the phone.
I’ll never buy an item like this from Amazon again",5,2021/08/25
"Small improvement but does feel better to hold, the camera is miles ahead of the X too. Upgraded due to iphone X age had decreased perfomance, maybe hold out for next release if you are with an iphone x still",4,2021/07/25
"I have been an android user since I switched from my iPhone 4 back in 2011. This design really takes me back and I’ve got to admit Apple have done a superb job here.

I’ve recently used the pixel 2xl and the pixel 3a and considering google have done a really good job with their own stripped back software, for me it’s nowhere near to Apple.

The iPhone 12 feels and looks premium and the iOS is a game changer compared to Android.

Personally I prefer to purchase my phones out right than sign up to a 24 month contract. Depending on what sim deal you can find you could save around £400 to £600 over 2 years so it’s always worth checking.

Overall it’s a great iPhone and looks fantastic in blue.!",5,2020/12/02
"The iPhone 12 is superb it is the perfect middle of the road phone. Its updated to latest specs and software does what ever is needed.
Its an excellent phone its screen is the perfect size, especially now that I just upgraded from iPhone 7. so its a world of a difference. the only issues are the price it is overpriced and the faceID which I feel is a step down from the more secure touchID and too much of a gimmick.
The battery is outstanding it literally lasts all day - 2 days without recharge especially if you’re a light user!
A superb all around phone.",5,2021/04/03
"Having upgraded from an iPhone7 I’m absolutely loving the 12. Have got used to facial recognition & swiping very quickly. As always, transferring phone info over was very quick & simple. I’ve watched a couple of YouTube videos to understand the extra/different functionality which has really helped. Battery life is definitely much better than my 7. All in all I’m very happy with the 12.",5,2021/08/06
"I fell in love with the phone. But, my service provider couldn't facilitate eSIM. And it's very difficult to change eSIM for any emergency needs or we travel to other places and wants to use new SIM.
Apple should have provided Dual Nano SIM's. eSIM's will be difficult process for everyone to get and configure it. I'm sure not even 0.5% of iPhone users are adaptive to eSIM.",5,2021/08/08
"Well its an ihpone yes. We know they hooked us on and now we are tied to the ever more expensive models. We know that Apple earns a ... load of money with them.
But to deliver the phone without any head phones at all now is mean. Its only topped by the fact that it is delivered without an operational charger either. A new cable type which would not fit into any old charger. So please spend how much extra?
Its like selling a car without tyres
It is disgraceful, it should be illegal.",3,2021/08/18
"had a old phone that was small so this one is much better because it has a bigger screen.
i like apple phones so bought this one.",5,2022/02/17
"This is a perfect phone. Perfect size ,weight, smooth and elegant design. Impressive battery life for an above average user. I recommend a 256 GB. The only area I am very slightly disappointed is the screen response and touch ( typing) not bad though. I felt the phone is slightly overpriced from that perspective. I also recommend a green one . And also,I think i phone 12 is the perfect one unless you are OK with very heavy and big phones. I felt like the money I spent on this phone is not useless. Go ahead and get it. You will not be disappointed.",5,2021/01/12
Everything good iPhones are a great bit of kit.,5,2022/04/09
"Apple just keep making it easier to upgrade between their phones! The whole setup was effortless and face recognition is working well.
This is the first time I’ve had an iPhone with no home button, but it’s very self explanatory and easy to use.",5,2021/12/08
"It is so pretty! the iphone 12’s design is so pretty in my personal opinion, it has amazing compatability with a lot of apps, the battery life seems good so far, i hope it stays like that

Update: Battery life has gone down so badly over the past year of having it, face ID has broken within 4-6 months of having the phone too 😐 Apple has gone downhill IMO, I've upgraded since",3,2021/10/07
"Another year, another new iPhone and this time it is really a different from all iPhones before not only because supports 5G or of the new square design, but everything it’s new inside and out and looks and feels promising. Delivery from Amazon top notch only took 2 days. The phone itself works great, connectivity is much better than previous models and battery life is just as before, screen is crisp and colours are great, camera performance is excellent for day and night photos, stereo speakers are definitely the best of all phones I ever used, they simply deliver immersive sound that matches cinema experience. All in all Best iPhone to date. Negative: well the price is on the higher end but we all know that.",5,2020/10/30
"Upgraded from an iPhone 7 Plus and its so so much better. Crystal clear screen. Better cameras front and back. Face recognition is fantastic, So far battery life is excellent only having to charge at night and even then its maybe down to 40% after using a lot during the day. Wireless charging makes life easy once you have the charge pads/stands. Thought id miss the home button but No its an excellent phone.",5,2021/06/29
"the last iphone i had was the iPhone 5SE. I then decided to switch to android. I had two Android smartphones over the last few years, one midrange and one top range but i was increasingly feeling dissatisfied with the Android experience.
i decided to upgrade to the latest iPhone and that decision has proved to be the right one. i am very satisfied with the iPhone 12. It is superb and thoroughly deserves to be called a smartphone. I couldn't be more pleased with it.",5,2021/04/25
Is really comfortable when you hold it in your hand.in your pocket too. It has quite good camera. The battery is not that bad. I charge it once a day and is enough for me. I listen to a lot of music during the day. This shows that it can handle daily tasks really easily.,5,2021/09/18
"Excellent, I bought this for my mom for mother's day and she is very happy with the product!",5,2022/02/23
"Have been a Apple iPhone user for the last 10 years using a iPhone 6 which has never let me down, this upgrade to the 12 was a big step for me but after 3 weeks of using the new phone I am glad I purchased this phone it is fabulous and easy to use I would certainly recommend the iPhone 12.",5,2021/07/29
Bad experience getting this phone from amazon. Call started to drop after a year. Amazon products support did not help keeping telling me the stuff which is common i.e restart the phin. Turn the aeroplane mode and then off etc. I have got the phone which doesn't work and have paid full price for it. Should have gone to Apple directly 🙄.,1,2022/10/30
My 8th iPhone and I couldn’t be happier. Got it at a good price. Purple is actually really nice. And it was £20 cheaper than the other colours.,5,2022/01/13
"It’s the first time to buy an Apple mobile phone on Amazon. I personally feel quite nervous, because I don’t know if it is really necessary to buy it on Amazon or go to the Apple store. Start with the mobile phone, everything is normal, the quality is guaranteed and it is worth buying.",5,2021/08/23
"I’d written off the idea of getting an iPhone after being disappointed with the iPhone 6 I had in the past but, after advice from family I ordered this and it’s perfect 👍",5,2021/12/25
Excellent phone no problems easy to set up,5,2022/03/10
The phone is great everything works fine just display is worse than on my iPhone 6s. A little yellowish. I was thinking to return it back but after I watched many videos on YouTube I decided to keep it as many people has similar problem. First time disappointed by Apple quality. Apple saying there’s nothing wrong with display it’s tuned by factory to yellowish tint and it’s still within specifications,3,2021/08/15
"The only thing against this phone is my face's ability to either mute the sound or facetime someone mid-call.

Apart from that battery life is excellent, face recognition is a real plus, and everything else works as well as you would expect an Apple product to.",5,2021/09/29
I’ve always been an android user however this year I decided to treat myself to this Apple iPhone and it has not disappointed me wish I made the switch sooner.,5,2021/12/30
Wonderful product and genuine without a doubt,5,2022/03/02
Bought this on Amazon. Great price compared with competitors. Great phone.,5,2022/02/23
"I bought this for my wife to replace her 6S and she absolutely loves it.
The camera is superb and so is the quality when watching videos on YouTube.
It is a solid phone with superb features.
The lack of a charger I feel is irrelevant as you can use your old chargers anyway and the battery life is a massive improvement.
The lack of a headphone jack is also irrelevant to me as I bought an excellent adapter which works perfectly with wired headphones.",5,2021/02/10
"£750 overheats after playing cod for more than 30 mins, even with graphics set to low and frame rate set to medium. It may be graphically 40% faster but only when not playing games especially COD. Game plays better on a Samsung s8 which is 5 years old. Very very disappointed with playing games on this massively overpriced, over hyped iPhone.",3,2021/09/09
"It arrived the next day. The phone is slightly smaller than my old iPhone 8 Plus but it fits better in my hand now. The resolution is visibly better, not quite used to the face recognition yet but I’m sure I will get the hang of it",5,2021/09/13
Love it,5,2022/03/12
"I’ve just upgraded from an iPhone 6 to this iPhone 12. Really pleased with it, very easy to use and very light. I am bias as I do prefer apple products to android.",5,2021/11/27
"Really substantial upgrade from my iPhone 8, which was already a fantastic piece of kit. Just miss the sleek, more compact profile of my old phone too... this one is chunky in comparison. Having said that, the battery life, camera and screen blow the iPhone 8 out of the water. It really is effortless to take great shots with these two cameras! The screen is just fantastic. Feels solid, which is good because it is going to be with me for a few years yet given how overpriced these things are.",5,2020/12/12
Fantastic phone. Went from iPhone 7 to this one and never looking back even though I loved my 7. Would not have any other product than Apple simply the best. So easy to use and everything just went from one phone to this other with no sweat or swearing!,5,2021/08/16
"Coming from an old ‘window’ based phone, I found the iPhone great to use.. although not as intuitive to set up or find my way around.",4,2021/06/28
"Great phone. Snappy sharp and feels like good high-end quality. I really like it. It’s actually a perfect screen size for functionality in all senses for everyone. Not too big, and not too small, perfect for general use; browsing, Instagram, etc and brilliant OLED screen for Netflix with support for Dolby Vision. It is bright and responsive and fast in all conditions, including sunlight viewing. Do genuinely recommend, even though it’s a bit pricey.",5,2021/02/08
"Overall the IPhone 12 is a great phone bug like most apple products, you pay more for the apple logo on the back than the technology itself.",4,2021/06/07
"Used product to get 5G , before this phone I use to have I phone x not much difference
Thanks",4,2021/07/15
"Very clear picture and comprises incredible features, very nice with long life battery.",5,2022/01/27
Bought this as soon as the iphone 13 was released because I knew the price would drop on the 12 and they would sell out quick. I was right. Bought for a christmas present so haven't opened it.,5,2021/10/03
My last phone A Siemens M60 20+ yo on same battery served me well and is still working but buttons starting to stick This is a replacement and obviously things have moved on needed a push to upgrade (family) but got my own back by getting them to tutor me in its use,5,2021/07/11
"I am an Apple devotee, so, perhaps, slightly biased. As with all of the Apple products I have owned, superbly well made. Works and integrates with my other Apple products. Technology as it should be, in my view. One criticism, battery life could be better, but, I do get by with one charge per day.",5,2021/07/05
Easy to set up and well described,5,2022/02/09
"Had it for two days now, used it constantly and only had to charge it once! I got in it purple and it’s really pretty, not too big which is nice and with a lot of nice features.",5,2021/10/01
"Play Video
 The appearance of the iphone 12 series has changed alot this time,the camera has also been enchanced a lot.

The calculation and software have improved a lot, which is really great.especially the night shot taking is really good you can feel it on the screen,its tough level.

If you are pursuing excellent camera functions and like Apple highly integrated ecological chain,then iphone 12 series is a very good choice and the choice will not make u regret it.

Sending by my iphone12🥰🥰",5,2020/11/29
"Easy to use. This is my first iPhone in over ten years and it’s lovely to use. Takes amazing pictures. Face ID - wow. It just works. Amazing. Love the colour.
After using this for a few days I’m not really sure I’ll go back to android",5,2021/06/19
"Got this for my wife for Christmas and she's enjoyed using it so far.

However as a Samsung Galaxy S fan, I must say that a 60fps screen is a bit strange for flagship tier phones in 2020/21.",4,2021/02/24
Great everyday phone. One of the best iPhone I have had and used not to talk about the camera quality it’s absolutely great quality and battery life.,5,2021/11/01
Good,3,2022/01/29
Amazing,5,2022/02/14
Love this phone and all my information took juts few minutes to go over this new phone I was pretty relieved I had visions of losing my music and photos I bought the white and I love it,5,2021/09/01
I love the way the phone itself is very colourful and I love all of the features including the face recognition and the layout of the apps is great. I absolutely love the screen size and it is just the right size to fit in your pocket,5,2021/07/12
Brilliant iPhone with great features and so lightweight,5,2022/01/14
Excellent as always Apple,5,2022/01/26
"My another iPhone ... I have to say it's below expectations battery so weak som app lag , yes nice design good photos but again display so dark in day light so so waste money hopefully my kid will won't for professional user wrong choice .",3,2021/07/26
"Amazing phone, great looking and easy to use. Camera is also top quality. My first iPhone, always been a android guy but this has been a breath of fresh air and a good change.",5,2021/09/12
The Iphone12 is the best of the Iphones so far but the price is expensive ! However buying a sim free phone is cheaper in the long run as your not tied in on any contract! I am very happy with this phone you can do so much with it !,5,2021/06/06
"Play Video
 I bought this for my dad's birthday , the product description suggested its a ""New iPhone 12 128GB"", however it arrived in a brown Amazon box with bubble wraps inside. It didn't come with the official apple boxing and I have checked the serial number it was a refurbished iPhone.

Won't recommend, this is not a brand new iPhone.",1,2022/09/15
This is definitely the best iPhone I've owned and I've had them all since the iPhone 4 great build quality great battery life the screen looks amazing the stereo speakers are great too. The iPhone 12 doesn't come with charger or headphones which is a little disappointing but I use a wireless charger anyway so it didn't bother me . I usually go with product red but it looked a bit orange this year so got the blue version and I'm glad I did it looks stunning,5,2020/11/14
I purchased this for 650 which is the same as apple store price for a new iPhone. This was advertised as new. However in the confirmation email it said old- like new. Battery life 98%. I immediately cancelled the delivery.,1,2022/10/13
Was a Xmas gift for my daughter and she absolutely loves it.,5,2021/12/27
"Frankly it was not much of an improvement on my IPhone 7, which my wife now has. The challenge of transferring data is far worse than the Apple solution suggests as it does not transfer music not bought from Apple. In addition, the developers seem to live in their own world which assumes that users are all geeks.",3,2021/06/05
Highly satisfied although needed to buy new power plug and need to get ear buds,5,2021/12/10
cool!!!!,5,2022/02/02
"5G on and off, used usb leads to charge which made sound muted, phone keep going headphones mode despite no headphones were attached. Requires phone to restart. Did not find Apple standard except the price which was as high as for Apple products.",3,2021/07/26
Not very good sound compared to Dolby on android but it is half the price of a top Samsung galaxy.Also could do with clearer display a bit of a let down but some apps are better and cheap for a 5 g mobile,4,2020/12/07
