text,rating,date
"Since the original DualShock controller, Sony have made considerable improvements over the years as technology got better and better.

I can see why they have diverted from naming this controller DualShock 5 but instead calling it 'DualSense', the reasoning for this is certainly key changes such as the old rumble motor and has now opted for dual actuators which can replicate specific frequencies to give a more immersive experience through haptic feedback.

Another key feature are the adaptive triggers which allows the game developer to add resistance to the triggers. A perfect example which has been used many times to explain this is when you draw a bow, initially it's very easy to pull back until it gets to a point where more and more resistance is applied making it tougher to go any further; developers can simulate these in the triggers.

The DualSense like the DualShock 4 also has an in-built microphone, speaker, touchpad, three-axis gyroscope and a three-axis accelerometer. With all the different sensory elements the new controller has in-built, it makes sense to call it ""DualSense"".

Important information:
• DualSense is NOT compatible with the PS4 console (as expected).
• DualSense WILL work with PS4 compatible games when played on the PS5 console.
• DualSense is NOT compatible with PSVR games when played on PS5 console. The main reason is because the DualSense has no lightbar on the front, so cannot be tracked.

And to end on a positive note, the DualSense controller feels incredibly robust compared to the old DS4 and is so comfortable to hold; in my personal opinion, I much prefer using the DualSense controller.",5,2020/11/14
The go-to pad for shooters,3,2022/09/17
"I have bought a bundle of these things with my PS5 .

Controller: surprisingly I thought it may feel awkward in comparison with PS4 older slimmer version but no, it's OK.
The sensitivity is very good. Seems better than PS4 one especially with thumb sticks on.
They look great and you can get cool silicone skins for them already.
Bad thing is that it doesn't come with charging cable.

Charger: you plug it into the main socket and not into your plays station meaning when you turn your PS5 off the controlers get charged when not in use , unlike other charges that are plugged into your console .
Bad thing is taht if you use silicone sleeves you have to take them off for charging as sleeves prevent sensors touching.
Also for 25£ I would expect some charging light indicator etc but no , nothing , just plain block.

Camera: it's slightly different than PS4 but made on the same principle, flexible leg and main body. Overall works well.",4,2021/08/02
"Having used consoles since the Atari, I've held a few controllers. So, you might think it's harder to improve on something we've held in our hands for many years, and yet, the boffins at Sony still manage to find a way!

The form factor is tidy, with the controller sitting in the hands well. The stems are still a little harsh as usual and when playing COD this can quickly produce a small bruise, depending on how much you play of course! Which for me, is a lot! I have added thumb cushions so all is good on that front.

The best bit I like is the haptic feedback when playing certain games, the resistance you get in L2 & R2 is impressive and mimics the feeling of pressure, much like you would expect if pulling the trigger on a real gun. They have cleverly built this feedback into other games which do not use guns and so it has multiple uses.

The controllers are light, and do not feel like they will wear down in the usual places, so quickly. The battery lasts ages, longest I usually play is 4 hours on COD multiplayer and I have yet to be concerned about the controller powering out on me.",5,2021/03/28
"Incredible controller with its adaptive triggers and haptics. It truly immerses you in a way no other controller has done.

However... quality control is an issue that needs to be addressed. There have been too many reports of triggers losing their 'strength' and thus being very limp and loose a few months in... there have also been too many reports of the analogue sticks showcasing drift issues a few months in... both of these aren't okay for a £60 product.

I say reports rather than saying I experienced them myself because I've only experienced one of these so far, that being the triggers turning limp/loose. I don't have any drift yet but the triggers turning limper as time goes on is extremely annoying - and this isn't just me getting used to the triggers and thus it not being as strong of a sensation as the first time because I have several new controllers (for family) that have barely been used and their triggers are much, much stronger.

Use a little more expensive parts instead of cheaping out on things like these and you'd have a perfect controller.",4,2021/03/05
"The controller has been upgraded for PS5 and there is plenty of reviews out there about it.

The 1st thing you notice is how much heavier it is than the DS4, this is due to the extra motors and sensors installed. I find it slightly too small for my hands as my little fingers seem to rub on the base of the handles which can be annoying after long gaming sessions.

My only other gripe is the built in speaker and mic, don't get me wrong it's ace for quick chat but for prolonged chat I still use my headset because I can't hear the other gamers loud enough over the sound of the TV when gaming. So for quick hello's the inbuilt speaker/mic does a job but for full on gaming chat you will still need your headsets",4,2021/08/26
"Edit - I wrote the below then I got drift in the right stick not long after so I sent it off for repair, bought a new one and again drift in the right stick, the haptics are great but the Series consoles (and Xbone) rumble triggers are great too, I've never had a problem with an XB controller since the 360, the Xbone Day One 2013 pad still looks and works like new, Series controllers are even more refined, I had drift in the DS4 controllers but nothing like this, the DS5 has more drift that a Fast and Furious 29 movie, it's unacceptable, it looks great, feels great and is next level but I'd prefer a decent made controller than the fancy haptics, the novelty has worn off them anyway and Astros Playroom is STILL the best demo of it, worked nice in Ghost of Tsushima if only they made the block and attack on the triggers, works great on some shooters and racers but you will never have a long lasting DS5 just a countdown until the dreaded drift sets in, lucky if you don't and PS fans deserve better.
Amazing controller, haptic feedback is a game changer, its now as comfortable as an Xbox controller but the bells and whistles it has is bext level, my only criticisms, and the first is a personal one, is i prefer the offset analogue sticks on the Xbox, the main problem once again is the battery life which obviously has deterioration over time is pretty poor, better than the DS4 but thats not saying much.",3,2021/04/16
Proper ps5 controller,4,2022/05/17
"These two stars are not an exaggeration, but are instead based on my experience across THREE PS5 controllers.

I have been a Sony fan since the first PlayStation all the way through to now and one massive problem that has built up over generations of gaming is PlayStation's controller durability.

Controller 1 issue: DRIFTING. The controller was completely fine to start with, I had not used it much but around 4 months later, my R3 stick began drifting which caused a lot of inconveniences in alot of games, especially FPS.

Controller 2 issue: WOBBLY CHARGING PORT CHIP. Around 6 months into using my second controller, the charging port chip in the controller became wobbly which would block a USB C charger from going in as the charging port chip kept moving out of place. Sometimes it would fully be clipped up or down and I would need to use a thin needle to carefully pull it back to the middle. This also made it difficult to charge the controller over time as the chip wouldn't always pick up on the connection of the charger. A very disappointing issue.

Controller 3 issue: TRIGGER BUTTONS GETTING STUCK. With adaptive triggers, I never experienced any faulty issues come about with my first two controllers until the third controller. Now when I press the R2 button down and let it come back up, it only springs back up to a very light pressed point. Because of this, the game will assume I am lightly pressing the R2 button when I have already let go of it and I had found myself constantly lifting the R2 button up whenever it was stuck down.

Personally, in terms of the controller's functionalities, I enjoy the use of them when ignoring these issues, especially the haptic feedback and immersive use of audio. However, it's durability issues have worsened from the previous generation and this will become very inconvenient when warranty runs out. Having to fork out an odd £60 each time isn't ideal and having bought 2 extra controllers, I worry for how much more money I'll end up wasting on anything controller related.",2,2021/11/07
Super! Genuine article.,5,2022/08/18
"Got this as a replacement as original had stick drift issues, just over a month from purchase and new one has same issue. Outside of 28 day returns so having to return to Sony. Not sellers fault, Sonys fault for releasing yet another batch of faulty controllers",2,2022/11/29
"Genuine Sony product, delivered the next day.",5,2022/08/13
"It's a PS 5 controller , what else needs to be said.",5,2022/07/25
Perfect Controller 🤩 Works Great 😊 Thank You 💜,5,2022/07/25
"I can't believe the people that are reviewing this without actually having a PS5 to try it on...

This controller is an absolute joy to use. The build quality is great and the white plastic is tough and stain /scratch resistant. The new haptic feedback is really something else, this is what elevates the Dualsense above previous generations.

The feedback is strong by default but can be adjusted in the options menu. I've been getting about 12 hours before I need to charge it playing Valhalla, which doesn't use a lot of the new haptic technology. If you're playing a game that does, expect this battery life to drop a little.

Having a headphone jack on the controller is fantastic as my Bluetooth headphones have trouble pairing with my TV. Being able to plug them in and not have to worry about that is a godsend.

If you want an excellent demonstration on what is possible with the new haptic tech, try Astrobots which is pre installed on every PS5 and is actually a fantastic little game, far better than it has any right to",5,2020/12/03
"Bought this controller a month ago as console only came with 1, but the triangle button isn't working. Was slightly temperamental to begin with but assumed that was my rubbish gaming! Now it's stopped completely. Directed to ps website for support but can't seem to find anywhere that helps.",2,2022/11/21
"I've had this controller since Jan 2021, Currently March 2022 so I've had a lot of time with it

The charger port is already breaking however, and despite having been gentle with the controller since buying it, the constant flimsiness of the VERY specific angle I have to play on is infuriating. Not to mention the fact I had to buy a cable after buying the controller as well

It feels nice, Haptic feedback doesnt work on PC, but thats sort of expected. It's just a bummer because aside from all of that, it's a genuinely nice controller",3,2022/03/21
"This has to be the defining item for the PS5. Playing through Astro's Playroom it gives you a proper sense (pun intended!) of what this controller is all about and what it can offer. The speaker isn't new, but gets used well. However, the advanced haptics that go from really gentle to pretty rough, without jarring the controller - makes old rumble seem like ancient tech. As for the adaptive triggers, those are literally something else, and Microsoft will be kicking themselves all to the way to the R&D department because make no mistake, these are here to stay and are as revolutionary as the introduction of dual analogue sticks and dual rumble - thank SONY for embedding those too.

Were it not for this controller, the new PS5 would only be somewhat worthwhile upgrading to right now, but because it has DualSense, it's a genuine upgrade. It helps that the controller is really comfortable too - something I was a little concerned about with the harsher angles at the bottom of the grips, but my hands are pretty small so all good!",5,2020/11/20
It connects to Steam very easily. The only complain I have is the lack of battery indicator.,4,2022/03/21
Easy to use controller nice fit in hands easy to use,5,2022/07/13
"Bought 6th March 2022 and had to replace within a month due to faulty R2, it's now May and I will have to return yet again as mine has now developed Stick Drift on the left stick which makes FPS unplayable, worse when aiming so have to free aim to be able to actually play.
Increased the price from Dualshock 4 and apparently they are using parts from Dualshock 4. The stick drift is a very common problem and apparently better with newer models (the new funky coloured ones) it is that well known that Sony themselves offer to fix any that are out of warranty and provide you with free postage. Absolutely shocking with how much they want to charge you for one.
Other than the common faults that occur I think they are a good pad and easy to hold and play. NEVER have I experienced stickdrift with Dualshock 4, just wear and tear.
Id say the controller gets used about 8 hours a day so if they cant even last 2 months at that imagine what it would be like in 12 months after warranty expires.
Maybe cheaper to look into a device that allows you to use Xbox controllers as they have always been more robust.",2,2022/05/10
Thanks,5,2022/07/27
I brought this controller as I initially wanted another PS4 controller but they were sold out - I do not regret buying the PS5 controller. It’s basically the PS4 controller but more sturdy. Definitely recommend.,5,2022/06/01
Happy and arrived in time to shut us all out of his room. Teenage dream for now,5,2022/06/22
"Well due to the UK PS5 date being after the peripherals, all I can say at this time is that the DualSense controller looks super, and feels great in the hand, I’ve added some comparison images to the DualShock4 from the PS4. I particularly like the cut off edge on the handle which allows it to sit more flush to the palm than the old one and it generally has a quality feel, slightly heavier and more sturdy feeling. Anyway I’ll update when I can actually review functionality!

Update - having had chance to play with the new controller, Astros Playroom is built to display the capabilities, I can say it is amazing!! The force feedback triggers are great and offer real resistance, the haptic effects are excellent, you can feel rain falling on you, sound crazy but it works, the motion control is super accurate and the size and shape are great, that little extra bulk with cut offs make a big difference.

A lot of it is still what you will have loved from PlayStation controllers going back years but this is a big step on.

Overall great bit of kit!",5,2020/11/15
Delivered with damaged packing. It looks like it has been opened and closed multiple times. This is a Xmas present and looks second hand. Very poor,2,2022/11/29
"While the technology of this controller is excellent, it ships without a charging cable. Perhaps they assume that most people who would have a PS5 are tech-savvy enough at least to have a suitable cable about the house for some other device. Still, for the price, they really ought to include a cable.

I bought one in mid-June; three months' later, it developed stick drift, a common fault that was reported by many users within weeks of the console's launch. The controller that was supplied with the console developed this fault within a month. It affects the right thumbstick on both controllers. Sony was aware of the fault when I bought the one in June, yet clearly hadn't done anything about it. There is a procedure to correcting the fault, but it hasn't worked on either of my controllers; and, anyway, I shouldn't have to try it, because Sony should correct the product instead of selling it faulty.",3,2021/10/07
"The package was evidently opened before, even though the controller was in new condition, when you pay full price, you expect it to be 100% new not 99%.",2,2022/11/25
"The controller is definitely next gen.

This one is exactly the same as the one that comes with the PS5.",5,2022/06/06
"Official playstation store front.
Doesn't state reconditioned.
Mine turned up in battered official box with extra tape over the tamper tab.
Product DoA.
Amazon returns covering the mess",2,2022/11/23
"Have had this controller since the launch of PlayStation 5 , it has been an incredible addition to an already incredible console , the haptic feedback add so much to your gaming experience and the controller has lasted me over a year of use , I have heard of controller drift still being a thing - I had that issue on PS4 a lot.

But overall this controller has been the best I have ever used , surpassing the Xbox 360 in being my no 1 controller of all time.",5,2021/11/18
Really great bargain my only fault is that it didn't come in the original box just in Amazon packaging. Still a great gift and works perfectly well.,4,2021/12/31
"The controller looks and feels great but I’ve already gotten stick drift on the the left stick in less than 2 weeks of having it. I play around 2-3 hrs, 3-4 days a week. I can’t imagine how many controllers someone who plays a lot has gone through.",2,2022/10/14
Arrived the next day and I’ve used for a few weeks and all is good,5,2022/06/01
"This review is for the PlayStation 5 DualSense Wireless Controller.

The first thing you will notice is the look of the controller. It looks very space age and different to the PS4. It will take a little getting used to playing with the controller but it is very comfy.

The layout is basically identical to the PS4 controller with a slightly redesigned home button, and slightly larger triggers and touchpad. It has a built-in microphone and headphone jack which could be handy.

The big negative.. very strange but it does not come with a charging cable! Now that is a first time I have purchased a product that does not come with a cable to charge it. For £59 you pay for the controller you would have expected this to be included.. come on Sony... a bit slack!
However I will not let that impact my review and rating of the controller itself.

So over all love it, great looks and feels nice, tiny bit heavier and larger than the PS4 controller.",5,2020/11/12
Great controller but they have issues after heavy use for 3 months onward. I'm on my 4th one as the previous 3 developed a tenancy to stray to the left or right.,2,2022/11/08
Good quality nice and heavy but very disappointed there's no charging cable,4,2022/01/18
"Obviously an official controller is going to be expensive, and this is not amazons fault.
Why on earth are they DOUBLE a ps4 controller is beyond me... necessity if you want to play 2 player split screen games unfortunately.",4,2021/10/29
"Had to send this one back due to stick drift out of the box which was a little inconvenient but managed to get it replaced with one that worked perfectly, guess I was just unlucky - overall I would rate these good!",3,2022/03/27
Superb controller,5,2022/06/17
Bought a used controller and it has drift said nothing about it having drift in the description just some cosmetic issues,2,2022/11/15
The controllers are good and all but be really careful with the triggers. They’re extremely fragile. Have owned two of these are the only buttons that have broke on both controllers is the right trigger each time.,3,2022/03/29
"Hi Im a Pc gamer Iv been going though many controllers (last 6 months or so at best) and have just went though two PS4 Controllers in about 4 months one had button failure and retiring the other one for this new PS5 controller.

Edited & Updated

This controller has failed keep vibrating and losing connection when wired. perhaps the msot annoying thing is the controller headphone port take over your PC master volume when conected a right pain.

Unfortuantely with product is crap like all Games controllers they are alt rash and just an over priced cash scam.

Unfortuantely I can't reccomend any controllers as iv bought so many all have failed within a few days, weeks or months of buying them the whole controller market is a scam market.",5,2021/01/04
Worked fine for a month or 2 but now left analog stick constantly tries to go right,2,2022/11/14
"When it arrived, the undersides of the controller had stains on it, it was scrached on the right hand side next to the 0 button. I gave that the benefit of the doubt until i tried to connect it to my device. The PSN button doesnt work (meaning you cant connect the controller) the X, Square, Triangle and 0 buttons dont register. In addition to this but the UP,DOWN,LEFT,RIGHT buttons dont register either! The controller doesnt charge at all making it a pointless purchase.

I recommend you go purchase one in stores rather than online and certainly not through this seller. I'm so dissapointed to feel the urge to write this review but I can't say im wrong too.",1,2022/11/02
Best controller I've ever had,5,2022/06/02
I had the controller for a couple weeks and the battery will not charge anymore and I only used it a few times and it's still in new condition,2,2022/10/14
have used only a few times with tomb raider game i think it has drift when playing game menu pops up pausing game dont think i will buy again from warehouse,3,2022/03/27
"I’ve had my PS5 for a year now and its controllers are great. Kinda wish there was a black version back then, but nevertheless, very good controlle",5,2022/04/07
As per title. Bought a few of these after buying a PS5 (for when I can have mates over once finally out of lockdown). I like them but had to turn down the force feedback / vibration as the default setting on the console makes these sound like they are going to vibrate apart. Its like theres a loose connection or something. I originally thought this was a defective unit but they are ALL the same and its massively better after tweaking the settings but would have expected better for a genuine product,4,2021/04/07
Mine came with a scuff that made me dread poor quality control in the rush to churn out product...however in using its its perfectly fine so don't mind it and even use it to my advantage as to indicate 'my pad' and not the one that came with the console. I always wondered if the console pads were better than the sold separately pads - I guess this will help me answer that wonder as time will tell. Holding this new pad helped me remember the first PlayStation pad I ever held (ps1) and I could feel and see the great refinement! I like the nano ps icon grip too like on all the new peripherals.,4,2020/11/20
"I have now had two replacements for my PS5 controllers and once again, they are both mildly broken. it's alway the same issue, the control sticks start having a mind of their own and will be flimsy. these are not worth half of what Playstation charge for them and will eventually break after about a year of use, also i alternate between my two controllers so one is always charged, and to give a little more longevity to their lives... but here i am a year down the line and both have broken. do not buy another, just make sure you complain before the year warranty and get your free controller before it is unuseable and like me now, there is no warranty so i have to spend another £60 or however much it is to replace them.",1,2022/09/30
"I charge it overnight and it says 12%, or 25%, it's always saying the battery is low

the controller itself is great, even when using on a pc you can use DS4 to play with how stiff the triggers are, and can map them to multiaction commands, it works as a mic on pc when plugged in with a wire, but every time i use it, it says the battery is low, it doesnt matter how long i charge it for",4,2021/03/28
"First off, I absolutely love the controller. Feels great to hold and the adaptive triggers is a cool feature too (although there aren’t too many games which make use of this just yet)

The inbuilt mic is a nice feature too, however it would be nice to have an option to have it automatically muted on start up as I tend to forget.

Now for the issue... the R2 trigger spring seems to snap. I’ve owned my PS5 since release so 3-4 months and the spring has broken already. I knew something had happened as I could instantly feel that it was very loose and when I shook the controller, I could hear something rattling (probably the spring). I took a look online and saw that there were many people who had experienced too. However, when they tried to organise it to be fixed with Sony, they were told they would have to pay shipping too.

I’m rating this 3 stars, it’s a great controller however for £60, I would expect the springs to be better quality and not snap so easily.",3,2021/01/28
"I bought this controller, having 0 expectations of it being good. I mainly play PC, so I bought it for Rocket League. At first, it was difficult learning the change, but it feels amazing in my hands and isn't too small (I have big hands). I would not go back. 10/10",5,2021/12/28
The one I originally got for the console is really good and I highly recommend it however the one I bought online didn’t work unless connected to the charging cable and still has massive input delay furthermore it also had no haptic feedback or other next generation features,3,2022/01/10
"Works fine on pc tho didn’t come with any cables luckily I had a c to c usb that worked with it, apart from that it functions well on Pc",4,2021/09/16
"The haptic feedback is great, controller looks fantastic and for the most part fits comfortably in my hand.

It is larger than the PS4 controller so for those with smaller hands this may be a problem. Also white is a poor colour choice as the controller quickly shows up marks.",4,2021/06/14
"I bought this for use on a PC, however rumble function doesn't work without DS4Windows (Which kept randomly disconnecting the controller)
Additionally, the convex analog sticks are no good if your hands get sweaty, and I found my thumb slipping off during gameplay (and in tense moments, gripping it with my thumbnail to stop it slipping). As a result, after two weeks of use, the rubber has a gogue in it
Ended up returning it for a new xbox controller",4,2021/02/20
"Received the Dualsense today ahead of the ps5 which release in one week so not been able to use it yet. It looks fantastic, surprisingly heavy compared to the DualShock 4 however was not aware that there is no charging cable supplied (its in the small print that it isn’t included) however for £60 this is pretty poor and becoming a trend amongst the companies like Apple and Sony to grab even more cash from you. The ps5 will come with one charge cable but for the price could they not include?",4,2020/11/12
"Comfortable to hold. It comes with a built in mic which is handy for those that don’t have a headset. Some games such as Astro’s Playroom make use of this feature for in game actions. This feature can be switched off by default in the console’s settings or via the mute button on the controller.

Although the PS5 console comes with one controller and one USB-C charger, the individual controller does not come with a charger so don’t expect to see one in the box!
The PS5 controller holds its charge longer than the PS4 controller.",5,2021/04/13
"The console itself (despite looking like it was designed but a lunatic let loose on an etch-a-sketch) feels like quite a small jump forward this gen. This controller however feels like the future.

The (adaptive) triggers feel different depending on what you’re doing and the controller vibrates according to what’s happening on screen.

Whilst it’s early days and there relatively little true ps5 content yet, the future feels exciting.

But if you’re buying this then I presume you’ve already got a Ps5 and already own the controller that came with it so.... this is just another one of those.",5,2021/02/05
Not much to say except it’s a great pad. It’s expensive but it’s the same price where ever you shop.,5,2022/03/07
"Do not pay more than retail price for this product (£24.99) as it’s simply not worth 60 quid and it shouldn’t even be advertised here at that inflated price as your only encouraging resellers. That being said the product does exactly what it say, keeps both of your controllers charged and you can keep them on the stand even when they’re fully charged as it won’t keep charging them when they’re at capacity.",4,2021/02/26
"I paid for a new controller, but received a used product. It has marks of dirt in certain places, the R2 key feels different from the others, and some buttons have the signs somewhat erased. It is clear that it is not the new product that I ordered and paid for. It's a shame for such a big company! And I'm not sure if there should have been a charging cable in the box. I did not receive anything else besides the used controller.",1,2022/10/15
Great no issues just as new.,5,2022/04/14
I accept that purchasing used comes with its risks but the quality control from amazon warehouse on this particular item is poor and possibly due to a lack of understanding of the product. In a nutshell it took 3 attempts to get a fully functional controller. I notified amazon and hopefully this won't be an issue for others. Controller itself is great obviously.,5,2021/08/19
"Bought this to play multiplayer games with my brothers and friends when they come over. Very pleased. We don’t have to wait to take turns. We can play split screen and co op games together :)

Only thing I’d complain about is the price. It’s just the same as any other game.",4,2021/04/22
"Works perfect.
Great to have spare controller for friends and famo to play multiplayer!",5,2022/03/19
"So the PS5 Controller has landed, so I thought I would in box it and get it fully charged for the arrival of the PS5 BUT no charging cable in the box and it’s a USB-C needed!!!
Contacted Sony and it does not come with a charger WTF NO charger so how am I suppose to charge it!!!!! Crazy
Yes the PS5 will come with a charger but firstly I don’t have the PS5 and secondly what if I want to charge 2 controllers at once??????
Utter madness",4,2020/11/14
