text,rating,date
Bought as Xmas gift so can’t comment!!,3,2022/11/07
"I ordered a hardback version of this book & a hardback copy of 12 rules for life to have the collection.

Despite the white cover of 12 rules for life turning up with scuffs on (which was very disappointing) due to the terrible handling of my local Amazon couriers....

I still have to rate this book 5* regardless and won’t let a courier bring down my feedback to JP.

An absolutely incredible read & would recommend this to anybody who has a vague interest in self help, psychology or philosophy. If you have a strong interest in any of the above this book, as will the counterpart: 12 rules for life, change your perception on the world.

I’ve been a fan of JP since 2017, listened to all of almost all of the YouTube material on his channel and will be purchasing Maps Of Meaning shortly.

I can’t wait to read the next book with 24 shorter rules!!!!

I know you read almost all of your feedback to gauge public response & if the tables have turned & you’re reading something I’ve written... THANKS FOR CHANGING MY LIFE FOR THE BETTER!!!

You’re looking fantastic in the Podcasts recently & it’s great to see you back producing incredible content once again.

I wish you, Tammy & the family the best of health, wealth & happiness... (you’ve already an abundance of meaning)",5,2021/04/16
"My husband bought me this book as I’m a big fan of Jordan’s writing & podcasts, etc. This book provides an antidote to all the nonsensical political correctness (this doesn’t mean I lack empathy & compassion!), free speech & shameful arbitrary unkindness in today’s world. Having been lent the first book, 12 Rules for Life, by our son, & found it comforting & personally helpful, I underlined some pertinent passages for our daughter. She’s more of a spiritual person & found the references to religion a tad tedious but my advice was read on & look beyond this. I found Jordan’s latest book to be a rare treat, giving insight into how to live a better, more authentic life with the benefits also spilling over into the whole of society. His obvious kindness & compassion towards the human race gives me hope that I can become a better version of myself & in my humble opinion most people would get something positive from both books. His advice is not sentimental & there is no air of superiority. As ever, I found myself visiting the internet to look up some of his interesting references to historical events, science, psychology & mythology. Hugely enjoyable read. I will be revisiting both books in the future!",5,2021/06/09
This is a great work that summarises his work in the most applicable way to your life. Highly recommended.,5,2022/08/11
"I know that Dr Peterson is accused of all sorts of things including (but not limited to) transphobia, encouraging the ""far right"" (whatever that is this week?) and as one of the main enemy's of oppressed minorities. I have to say I'm baffled as to why he creates such hostile feeling, as if his critics actually read any of his writing they would find the opposite is true. Personal responsibility is the touchstone of his work and is surely the most sure fire way of not blaming others for our own problems/shortcomings/life outcomes. Perhaps telling people not to abdicate their own responsibility for living in this world is a pill that many would prefer not to swallow? Being far safer simply to apportion the blame to some exterior set of circumstance (or group of people). Dr Peterson never denies that some of us have more crosses to bear than others, but he reminds us also that personal action is more powerful than we believe. We do live in troubled times but this second volume offers more positive ways we can live better lives benefiting both ourselves and others. As you may have guessed; highly recommended!!",5,2021/04/09
I expected a read similar to the original twelve rules which I really enjoyed. This book reads more like a text book and I found it heavy going - not a book to be picked up for a lunch time break.,3,2022/07/20
"Absolutely love the book and author's honest approach to practical life circumstances and providing the tools for self-reflecting, improvement, understanding and developing as a better human being. Once you read one section of a chapter you begin to realise the negative journalism surrounding the individual seem highly unlikely at worst and completely irrelevant at best as he delivers some of the most thought provoking, community driven self development available today.

To sit and converse with this person for an hour would provide a lifetime of self melioration but this book is the next best thing and an absolute must read as a follow up to his previous 12 Rules for Life which helped me from being a waste of space of a human being to something far better.",5,2021/11/05
"I do not say the words above lightly. In several years, there will be university courses on the ideas that Peterson has combined from other great thinkers to produce a truly novel approach to facing the eternal questions plaguing every human being.

If you believe that our evil fad of denigrating public figures for no reason other than the fact that they are prominent is a valid reason to not even attempt reading this book, I have no words for you, other than these: ‘Good luck, pal. You’re going to need it.’",5,2022/02/02
"Nothing against the book itself but the physical copy arrived absolutely scraped up, creased and battered. Very disappointed.",2,2022/12/14
"Most magazine/newspaper reviews of Peterson's books that I have read seem fairly shallow, probably because they have been written quickly. People want to categorise the author and his books.

But these are more than 'self-help' books, they are more accurately philosophy: based on a knowledge of human psychology, and a careful study of humanity's origins, culture and evolution. Each chapter is an individual essay on a topic, and can be read again and again, because they diverge so far from the chapter title, and discuss quite surprising linkage to ancient stories, culture and wisdom.

The chapter 'essays' are written for the 'thinking' reader. Don't expect Peterson to be banging the drum for one particular political viewpoint: but read this to gain an honest (and balanced) perspective, then make up your own mind.",5,2021/07/19
I was already stupendously pleased to have the hard back in my collection. Now this paperback is the ideal size and weight to place in a back pack and read on the go.,5,2022/05/11
"What a book by one of the bravest and greatest intellects on the planet. Fantastic insights provided by Jordan, very thought provoking, the work of a genius.",5,2022/05/17
"I'm approx 2/3 the eay through and able to give an opinion now. This piece is easily as good, if not better than 'An antidote to chaos', the two together form what will no doubt be his seminal works. Why isnt this book getting the press it deserves? Is it because Jordan has been effectively cancelled?

I honestly cannot see how anyone, even in this age of the perma offended, could take issue with his writing. That is unless you hate introspection and are too much of a coward to take a cold hard look in the mirror.

Anyone seeking the courage to live a fulfilling life should read these works.

A great man, we are lucky to have him. I hope his recovery (if you can call it that) is sustained and he may continue to illuminate the world through his writing.",5,2021/04/05
"They said it was like new it was , it arrived well packaged and protected ( pet hate of mine damaged and bashed books !) so to recap . Great item as described saved a small fortune which meant I could buy more on my list ! Perfect as trade should be !",5,2022/01/29
"Dr JP’s first book was great. A little didactic and masculine in its approach, but hey, it helped me and my marriage immensely.

This book is in a different conceptual universe. It is the counterpoint to the first, this time examining principles that are feminine in nature. And it’s amazing.

It’s superbly written. It doesn’t surprise me JP was delirious while writing this. I’m not so sure he did. He writes like a man possessed by an Angel - an Angel that wants you to be all that you can be.

With gratitude

David joshua",5,2021/08/25
"As a big JBP fan I am going to be critical here....He tries to do to much with so many of his sentences and paragraphs that at times detracts from the point he is trying to make. HIs sentence structure distorts and distracts the reader, is sometimes unnecessarily complex, or just drags out a point he is making. 12 Rules for Life was better written, grammatically and from a delivery of ideas standpoint, in my opinion.

If you followed JBP between 12 Rules for Life an Antidote to Chaos and the release of this book then you will have heard much of what he is saying here. That being said, I am very happy I bought it, read it, and have it. I would certainly buy it again!",5,2021/04/10
"I've just been delivered the book, opened it and stumbled upon this: ""To my wife, Tammy, whom I have loved deeply for fifty years, and who is admirable, IN MY ESTIMATION, in all regards, and beyond all reason.""

This single paragraph captures the essence of Mr. Peterson's personality and work, a man capable of more empathy than his ""haters"" would like to admit, a man who is precise in his speech, who chooses his words carefuly and who puts reason even into a praise to his wife!

Reading about the book's chapters it seems that this is ""another self help book that teaches the OBVIOUS"", as JBP's critics have called ""12 Rules for Life"", but if ""the obvious"" would've been easily achievable, Mr. Peterson would not hold lectures all over the world explaining it, produce much more content than one can follow and now write a second book about ""the obvious"".

Therefore, I'm grateful for Mr. Peterson's effort, and not only for writing this book, but for everything that he does in helping people straightening their lives.",5,2021/03/02
"I received the book almost destroyed, totally damaged. Shame.",3,2022/06/14
"The essence the book is sound, a good companion to the 12 Rules for Life. However, the way it is written irritates me. I read a lot but find Petersons verbose use of language and sentence structure distracting to the message in certain areas of the book. I find myself re-reading sentences just to make sure I have understood the structure correctly as to not misinterpret his words, which then breaks up the flow of what is actually being said. An example ' the developing infant must also hone and perfect the operation of his or her currently dominant motivational state in harmony with all his or her other internal motivational states.....' it goes on.",4,2021/03/16
"This book is a fantastic read. It truly opens your eyes. It answers many fundamental questions. It answers:talks to you from the perspectives of mythology, religious, science, psychology, and physiology. It is a solid write. It ensures that you have a solid understanding of what is going on in your life at multiple levels of analysis. Individual and social. It pushes the limited of archetypal questions to form archetypal answers. It reflects such understanding to many thousands of years of human development. It is extremely practical and you can apply all concepts in your individual lives. In my modest opinion I am grateful and full of gratitude to have the chance to read this book and live in the time of its author. Fantastic.",5,2021/04/12
"It's an honor and a privilege to be able to read yet another one of this man's books. I have never been the biggest fan of self-help books, so I approached the first 12 Rules book with caution. It was so much more than what I expected. His 2nd book is no different.

Dr. Peterson weaves together aspects of religion, psychology, mythology, psychoanalytical theories, philosophy and many other areas into a book with simple, and at the same time complex rules to help each person become the best version of themselves they can possibly be. It seems to me like the things Dr. Peterson has to say in his works are things that every person deserves to hear, but never does.

While uninformed faux critics of Dr. Peterson and his work, who base their opinions of him on the most recent HuffPost or Vox article exist in multitudes, one should not let these people dissuade them from reading what is one of the most remarkable books in recent years.",5,2021/03/02
I really wanted to love this book. I did find some very useful information in this book however I felt like he kept going off on a tangent. Not sure whether it was a book beyond my intellectual ability but I’d start reading a chapter then forget what the theme of the chapter was as he’d start talking about something unrelated. I don’t know.,3,2022/01/20
"Although I’ve heard Peterson say that he wrote parts of the book whilst unwell, I enjoyed it more than the first book. It covers a range of problems and his ability to talk about something which at first appears tangential and out of context but then relate it back to a rule is genius. This has been a really enlightening read for me! The style of writing is also very accessible.",5,2021/09/14
"Excellent follow up to his 12 rules with more gems and advice for life.

1. Don't stifle creativity or the institutions that provide opportunities
2. Be all that you can be
3. Don't let sleeping dogs lie
4. Where's there's muck there's brass
5. Avoid vexations to the spirit
6. My favourite and just brilliant: Stay clear of 'isms'
7. Strive to do one thing really well
8. We live in a beautiful Universe, using art and poetry to illustrate.
9. Address your skeletons in the cupboard
10. The old chestnut, work on romance and relationships
11. Avoid developing negative aspects in one's personality.
12. Dealing with aging and personal suffering.",5,2021/03/15
"This is a fantastic follow up to 12 Rules for Life, however this book is a step up in terms of difficulty, tackling complex issues with relevant metaphors, personal stories and observations and provides as many questions as answers. It seems like an to attempt to tackle the major societal issues facing us today as well as a motivating and uplifting personal book of self help and I think it succeeds with doing both. However, I have a feeling this will not be a popular book with many people who don’t like JP no matter what he says or writes, but there is no doubting this in an exceptionally brilliant book.",5,2021/03/06
"J.P. Beyond Order provides a personal journey, naked and cold, yet warm and contrasted with hope and 12 more rules which could unlock the future. Once more the clinician provides a roadmap to fulling our potential and living a more rounded life. The personal accounts this round are much deeper and evoke even more emotional resonance than before. A modern-day thinker and intellectual that challenges the modus operandi and breaks out from the matrix and live on your own terms within a framework that allows growth and development, interpersonal relationships to flourish, and the human soul to rise and soar.",5,2021/03/20
"Like his previous book, this is very dense and can be difficult to read. You must pay attention; you can’t drift off for a moment. It’s worth the effort: as ever, the author moves fluently between the pragmatic and the theoretical, marshalling everything from the Bible to Harry Potter to illustrate his wide-ranging points. But what I love most about his work is that, through the dense prose, you get a strong sense of how much he genuinely cares for others. His critics who accuse him of ‘hate’ really couldn’t be further from the truth.",5,2021/03/31
"Mr Peterson, I just wanted to pass on my sincere thanks to you for writing this book and for your phenomenal contributions to the world. The depth of your teaching is unparalleled and you are actively propelling me towards the realisation of my potential. At the time of writing, my primary focus is on improving my (verbal) communication skills. I am reading the book out loud, speaking slowly and carefully as I absorb this profound knowledge whilst facilitating the process of finding my own voice. I am thoroughly enjoying working through the book and recommend it wholeheartedly to every person regardless of background/outlook.",5,2021/03/11
"There is nothing to say about Jordan B. Peterson that was not said before. His work has to be tried with a pinch of salt and open minded. As long as you choose to let other people to tell/suggest you what you like, what you should think or to like or to dislike then his work is not for you, since it requires to use your own brain and make your own opinions.
In my opinion this is the new ""second testament"" in addition to his previous book what was the ""new testament"" and together now can make the new ""Bible""",5,2021/03/02
Great book,5,2022/03/19
"It's one of the best books I've ever read. At times I felt these things should be thought by our parents and teachers in school since this relates mostly with clarity, values and responsabily in your life .
The boring part for me was the Disney characters serving as archetypes. But I suppose he had a certain audience in mind for that example.
It's very good book that I highly recommend, especially if you have a cynic view on life.",5,2021/04/07
Dr. Peterson is once again showing us the fundamentals of a meaningful life. He is imparting his wisdom with deep care for the audience and with profound thought. This and his previous book have helped me cope with a personal loss in a more courageous way than I would have managed otherwise. I recommend the book to everyone who would like to emerge a better person from the chaos of life.,5,2021/05/11
"It has taken me time to read, and re-read and to digest. Watching Petersen’s YouTube lectures has also helped. As a teacher, coach, and student support provider it has greatly informed my understanding. On a personal level it has formed part of hand and footholds needed to climb up from a dark place.",5,2021/08/09
"This is an important sequel to his second book, 12 Rules for Life.
If 12 Rules for Life was helpful, this one takes everything one step further,
and possibly deeper. I have found the pair amazingly useful and mind opening.",5,2021/10/20
"If you are ordering the paperback version of this book note that they seem to only offer a large print edition!! I didn't realise this and its mildly irritating as (A) I am longsighted and (B) I have a smallprint version of the first book of his, 12 rules for life.",4,2021/03/19
"I'm so excited that JBP is well again and back with more excellent advice. I particularly like rule 11 on not letting resentment and anger get the best of you, but all of it seems very useful.

My only complaint, and nothing to do with the book itself, is the shabby and torn condition it arrived in. Amazon delivery quality seems to be getting much worse these days, particularly for books. Maybe someone in the Amazon warehouse doesn't like the popularity of JBP's books?",5,2021/03/02
"Jordon B Peterson work is life changing, I'd highly recommend.",5,2022/01/28
"This is a book and a philosophy for life which has been carefully researched and reflected on over a period of time.
It is a wonderful 'mix' and bringing together of philosophy, psychology and religion. It has therefore 'struck a chord' with me and I wish I had been introduced to this kind of thinking at a much earlier age .....brilliant !",5,2021/05/17
"His advice on how to live isn’t so much revelatory, as I’m sure a lot of people including myself already follow his rules, to an extent, without reading his works - but it’s the way he articulates the behaviours we exhibit which can go a long to self preservation and improvement - and in turn helping others and as a result improving the world at large.",5,2021/04/25
"I have a deep love of evolutionary biology as a psychologist and this book asks many of the vital questions we need to ask in today's society. Similarly, it's references to Piaget and Jung etc are very accurate to the works and intentions of those great minds. The integration of mythology and religion speaks to the ancient narrations of culture and what faith is.
In summary:
Wonderfully written and the answer to many of the pathologies in today's society. I have a deep love for the prequel and the new book is great also.",5,2021/03/02
"Great book for understanding life and its a great asset to help you get your life on order and understand that this world is not perfect. We all going to always have challenges and chaos but it's the balance of order and chaos that will help you balance your life. I would highly recommend starting with 12 Rules of Life, Antidote to chaos.",5,2021/04/26
Unhappy. Just opened my box to wrap this as a Christmas present and the cover is all marked with white scuffs and is slightly ripped around the edges.,3,2021/12/22
I enjoy reading Jordan Peterson's works,5,2022/01/18
Amazing book I have ever read ☺️ keep it up jorden b pertonson love ur books will be waiting for ur next book,5,2021/10/25
"Not a fan of self help books, but in an age of supreme cognitive dissonance, Peterson's advice reminds us to find meaning through duty to ourselves and others.",4,2021/03/02
Excellent purchase. The hardback cover looks lovely when sat beside his previous book.,5,2021/11/28
"Incredibly well written and informative book. This changed my life for the better. As a teenager trying to navigate my way through life, Peterson’s well articulated and precisely penned down writing is easy to understand and clearly conveyed. This is a must-have for any people trying to find their way through life - whether you’re in school, or an established adult.",5,2021/03/24
Great book very interesting,5,2022/01/02
"It is a good book to read. It's on sale for cheaper than the preorder price, which is kind of weird. The book cover is matte and not glossy so keep than in mind before you buy it.",4,2021/03/02
"I often look up to the sky and thank whatever life force placed Jordan Peterson on this earth. Without him, I would have been left a drug addicted, resentful, pessimistic and doomed individual. I am eternally grateful for all his marvellous work and extremely happy to have in my possession his new book, BEYOND ORDER - 12 more rules for life.",5,2021/03/27
"Jordan Peterson is a modern day hero, the fact that he was able to produce this tremendous work whilst suffering the Plague of the damned has further lifted this generous soul further in my estimation. Blessings ever to him and all those he cherishes, from Belfast, Northern Ireland.",5,2021/05/10
"Bought this as ’like new’ from Amazon.
Does it look like new? Too much stuff from amazon is arriving like this.",5,2021/09/27
"With how easily offended people get at just the smallest things now a days, it’s refreshing to read something that doesn’t give in to it and is truly an important read for anyone who understands that REAL free thought and communication is fundamental for all of us to improve and advance.",5,2021/04/13
Great book. Came a little bent,4,2021/07/02
This man doesn’t get enough credit for his contribution to people’s lives. He’s tapped in to crucial issues in contemporary life that don’t always get addressed.,5,2021/08/12
Easy website to navigate. Good price. Delivery on time. Would recommend.,5,2021/10/27
"Really useful, practical information about self responsibility.",5,2021/11/12
"Such a great book after i read the first volume of 12 rules for life. I definitely going to buy Maps Of Meaning.
If you are seeking answers this is the book that may be what you re looking for. Enjoy it!",5,2021/05/11
"As you will also note in other reviews on Amazon, this book has arrived intentionally damaged, presumably by someone in the Amazon warehouse who disapproves of Jordan Peterson.

So 5 stars for the book content but zero stars for Amazon, who need to get on top of this problem.",5,2021/03/14
There are no words to desrcibe how much this man changed my life for the better. Everyone who's lost or just wants to improve himself and his view on the world should read it and check him out on youtube.,5,2021/05/07
"Loved everything about this purchase. Since I had reserved it before the book even being released, I loved that I was constantly updated about everything going on with the price, estimated date of delivery and the book itself. Oh, and the book - unbelievable. Would totally recommend!",5,2021/03/27
"There are some nuggets of wisdom in there, stuffed between a bunch of bloated and nauseating nonsense. Not akin to the revelatory nature of the first book, it’s worth a read, but there are chunks you may wish to skip past.

Oh, and by page 344, the book started falling apart.",3,2021/05/31
"The first set of rules will help you to order your life and stop being completely pathetic. This book, however, will help you start to become truly exceptional.",5,2021/06/28
Great read - profound insights!,5,2021/10/18
"This man is profoundly underated. In my opinion, until all of us have read this he will also continue to be under utilised.
I expect this piece of work will help everyone who reads and considers Dr Peterson's clarity.
You did good JP 👍",5,2021/03/23
"Blown away by the concepts in this book and how hundreds of years of learnings are distilled into a refreshing book like this. Similar to 12 rules, but yet, uniquely different. One can't go wrong with learning from Dr. Peterson.",5,2021/04/21
"Peterson is both cartographer and guide to navigating, in a balanced way, the ancient realms of chaos (where the results of our actions is unknown or unpredictable) and order (where we get predictable results from familiar actions) in which we experience our human being.",5,2021/03/29
"Beautiful book, thank you Mr Peterson for being a voice of reason and clarity in a world of non-stop emotional outrage.
I am very glad to see you back up again and feeling better, I wish you and your family all the best!
Take care brother",5,2021/03/06
"Put simply, I enjoyed this book as much as the first (which I would also highly recommend) and I have again benefited greatly from its reflections and principles. If more people read Peterson, the world would be a much more peaceful and happier place. Thank you Sir!",5,2021/03/13
"I was so happy that finally I have got this book as I know that it will be a great reading, same as “ An antidote for chaos”. But the book has arrived in very poor conditions and let me very disappointed about the purchase. Therefore the low rating is due to the condition of the book not for its content. Anyway sometimes book need to be judged by its covers…",1,2022/07/29
"I wish I could time travel back 24 years and give this book to my 18-year-old self.
Thank you, Dr. Peterson.",5,2021/07/15
"Practical guidance on how to live a better, more meaningful life. Beautifully and intelligently written. Written with Love. Petersen is a psychologist but writes like a great spiritual teacher.",5,2021/05/21
"JBP never disappoints and this new book yet again challenges you to think, reflect, aspire and put in the hard work necessary to become everything you could possibly be. Outstanding!!!!",5,2021/05/28
Another really interesting collection of 'rules' to live by. Populated by the author's deep thinking and conscientious work effort to make this life better than it was before. Particularly enjoyed the recounting of real-life stories to illustrate his viewpoints.,5,2021/04/07
"Well thought through and full of useful anecdotes. If you find „Maps of meaning” to complex, this book follows similar concepts but provides a “lower level of resolution” view, so it might be more accessible for a casual reader.",5,2021/03/24
"I don’t quite understand all the positive reviews. I read and thoroughly enjoyed The 12 Rules for Life, but this book is turgidly written and lacks the verve of the first book. Peterson makes some good points in this book but you have to plough through an awful lot of verbiage to get there. Although most of the good points have been made elsewhere somewhat more cogently.
I feel that if you view Peterson as an interesting commentator on psychology you will be disappointed by this book. On the other hand if you have bought into the cult of Jordan Peterson and feel he saved your life then you’ll view this book as another missive from the mountain top.",2,2021/08/14
"Super read if you enjoy the man's work, this book is a must. Plus it's a big thank you to the persecuted guy who speaks the truth and who has done so much for so many peoples well being",5,2021/03/12
This is yet another masterpiece by Jordan Peterson and I would highly recommend it to anyone that is looking to improve their life.,5,2021/06/08
"Even if you don’t agree with some of the things he says, it’s still a good idea to pay close attention to what he’s saying. I was gripped from beginning to end, and I’ll be reading this more than once.",5,2021/03/06
Not as good as the first,4,2021/04/09
It's difficult to summarise in a review how good this book is. I can only recommend it to anyone who is struggling with self-doubt or feeling lost. A refreshing and inspiring book.,5,2021/04/10
"Awesome! The shipping was extremely fast and the book came in great conditions. My husband was super happy with it. I bought it as a birthday gift for him.

The book itself is wonderful",5,2021/03/14
"Read this within a weak and Im not a consistent reader,
Great book",5,2021/07/04
"Quality is utter rubbish, why can’t they handle the book correctly?",5,2021/07/10
I would only like to comment about the quality of this publisher. Only received this book yesterday and started to read today for less than a HR and pages come apart. Quality is not up to £16 that I have paid for.,3,2021/04/24
After long months of absence I'm really happy to see Dr Peterson back again with this magnificent peace of art that shows us the danger of the other side of the coin.,5,2021/03/12
Very impressive book. Enlightening!,5,2021/08/16
Jordan Peterson is the wise father I never had.,5,2021/06/22
Dr Peterson has helped literally millions of people and this book is worth every penny,5,2021/05/20
"For any one who enjoys Dr Petersons work. Or even if you enjoy psychology. Not a hard read, but certainly challenging. Like the best things in life.",5,2021/03/11
Some of the best insights I have ever read. Highly recommend both - 12 rules for life and 12 more rules for life.,5,2021/04/08
"Came a bit rough with scratching but I can live with that it may have been the delivery, great book",5,2021/04/23
It's second volume of succesfull title.,5,2022/11/21
Good read,5,2021/08/26
fascinating synthesis of the wisdom accumulated over the centuries and a message of hope for all,5,2021/05/07
This man will help you change your life. Just buy it.,5,2021/05/23
Shhhhhhh I've boughtvit as a birthday pressie for hubby. I did have a quick nosey read.... its very good xx,5,2021/04/04
Only read the first chapter and then skimmed over the rest of the chapters but seems like a good continuation of the first book.,5,2021/03/02
A good and informative read,5,2021/06/23
Very good book,5,2021/07/14
In my opinion it's even easier to read than the first 12 Rules book. Loving it so far.,5,2021/04/11
Fantastic second book. Whether you like Jordan or not I would recommend a read.,5,2021/05/04
"As with all Jordan Peterson's publications, this book is well written, inspiring and moving. The audio narration is clear and well paced.",5,2021/03/11
"Brilliant book, full of important and useful information's.",5,2021/05/30
"Book one was A New Lobster
This one is The Lobster Strikes Back
Can’t wait for Return of the Lobster",5,2021/03/15
Excellent go. Would recommend anyone and everyone one to read it.,5,2021/05/10
A book humanity needs. A must read book who ever you are.,5,2021/05/03
"I've just received it. Can not wait to read it, especially after i finished reading Maps of Meaning. Big fan of him",5,2021/03/02
"Just started reading this amazing book, this man has changed my life, I will be forever grateful",5,2021/03/19
Total class!,5,2021/07/07
"Another profoundly truthful and insightful book by J. B. Peterson, what a champion.",5,2021/04/11
Fresh perspective on everyday life,5,2021/05/24
Read the first 12 rules and that was great and decided to buy this one.,5,2021/03/18
Once again Jordan Peterson is a beacon of hope for the average person. A fantastic read.,5,2021/03/02
"Perfect follow up to an antidote for chaos, couldn’t put it down",5,2021/03/25
"Interesting book, can't wait to read it. The delivery was even earlier than i expected.",5,2021/03/03
"This is a fantastic book, I'd thoroughly recommend it to anyone.",5,2021/03/22
We need more of J.Peterson,5,2021/05/07
"Great structure
Great Lessons
Great man",5,2021/04/20
Jordan is well written and continues the usual excellence and well-thought dialogue,5,2021/03/03
"If you're a JBP fan, that's a must have!",5,2021/03/16
"Profound, well written, and even better than the first book.",5,2021/03/06
Full of wisdom and truth. Buy this book.,5,2021/03/29
"More well-researched, inspiring ideas from a legend of a man.",5,2021/03/02
This is the best birthday gift I could have imagined for myself! So excited! 🙉🙉🙉🙉,5,2021/03/02
He articulates like no one else.,5,2021/04/10
"Brilliant as always.

A beacon of light for so many.

Thank you",5,2021/03/02
Excellent Work as always,5,2021/04/21
"Arrived in good condition, very pleased.",5,2021/03/02
Loved both of his books.,5,2021/03/31
Amazing man amazing book,5,2021/04/11
Excellent book. Great follow up.,5,2021/03/11
Life changing. A must read.,5,2021/03/06
Stunning!!!! Thank you Jordan Peterson.,5,2021/03/04
"Wise, inspiring, interesting.",5,2021/04/04
"Great book, great author",5,2021/03/02
Very much enjoying it.,5,2021/03/19
"Great Read, highly recommend",5,2021/03/02
Very well-written!,5,2021/04/05
Very interesting,5,2021/03/13
Amazing book.,5,2021/03/31
Great !,5,2021/03/12
Excellent,5,2021/04/09
🤩🤩🤩🤩🤩🤩,5,2021/03/15
Super!,5,2021/03/13
5,5,2021/03/08
Epic,5,2021/03/19
"OK - Peterson is obviously a clever guy, knows a lot of stuff about a lot of things. But this book is not the life fulfilling book that people say it is, it is OK at best, life-changing - certainly not. If he were sitting next to me telling the story, after about 10 pages I would be bored. I've spent money buying the book so will goddam finish it - but the messiah - he ain't.",2,2021/03/26
Very disappointed how it arrived. I could’ve just bought a second hand book!!,1,2022/06/23
The font size is incredibly large which makes it very difficult to read the book especially for someone who reads fast. Combine it with Dr Peterson's writing style (a flow of thoughts rather than a structured narrative) and getting through a softcover becomes very tough.,2,2021/07/08
"I bet the book is superb but the delivery was the worst. Ripped and dirty, as if it was dragged on the road, tied to a horse. 0/5 delivery

Update:
I requested another book with the first to be returned. Second book arrived in almost perfect, if not perfect, condition.

It was unfortunate that the first one was bad.",2,2021/03/04
